'\\(([:, \\w]+)\\)$'	1571
'^\\[([;\\d]+)m(.*)$'	1463
'<img [\\W\\w\n]*?/>'	185
'[\\w|\\W]*quarter.*'	557
'[\\d]{2}[ ][\\d]{2}'	1113
'^Name:[ ]*([^\\s]*)'	122
'UKUPNO:\\s([\\d.]*)'	540
'\\?[\\w\\.\\-/]*\\='	384
u'^[\\s]*==([^=]+)=='	1100
'^[>|\\s]*[-_]+\\s*$'	43
'([^<]*)<([\\w]*|/)>'	363
'[=*/+\\-^()]|[\\w.]+'	232
'([\\w\\-]+\\s*:)\\s*'	407
'([:\\w]+)\\s+(\\w+);'	1244
u'((?:nm|tt)[\\d]{7})'	1557
'Mobile; rv:([\\d.]+)'	391
'name="[\\w\\.\\-/]*"'	384
'(?:^|[^%])%([\\w-]+)'	1571
'\\((\\w+) - ([\\w]+)'	90
'Tablet; rv:([\\d.]+)'	391
'([\\d.]+)\\s*(\\D.*)'	1469
'^[\\S]+\\[[\\S]+\\]$'	1205
'^(\\d+\\.)+[\\w.-]+$'	1544
'^\\s*(.*?)[\\s({\\[]'	534
'[#/%\\[\\]()<>{}\\s]'	1386
'([\\.\\d]+) ([GMK])B'	1557
'inet addr:([\\d\\.]+)'	560
'^svn/tags/[\\d+\\.]+$'	534
'<([\\w]*)=([, \\w]*)>'	356
'[.:,\\s!?+=\\(\\)/-]+'	1340
'[\\w|\\W]*financial.*'	557
'\\[\\[([\\w ]+)\\]\\]'	81
'([\\w ]+)(\\(.*?\\))?'	1580
'(\\w+://)?([\\w\\.]+)'	571
'^[ \\t]*from [\\w.]+$'	1555
'(?<=source\\.)[\\w+#]+'	626
'SC_\\(([-\\d\\.e]+)\\)'	531
'^[\\w\\<][^\\n]*(\\n+)'	485
'RT[\\d\\w]+_Firmware.*'	318
'action="[\\w\\.\\-/]*"'	384
'[=*/+\\-^]{1,2}|[\\w.]+'	232
'(.*?)\\$(\\$?[\\w\\.]+)'	747
'[^_]+_toy-([\\w-]*)-x86'	1068
'(\\w+)[ ]+- ([\\w /,]+)'	506
'urn:btih:([\\w]{32,40})'	1469
"[[\\s $({?*\\`#~';<>&|]"	705
'lang_code="([\\w\\-]+)"'	1181
'\\=[\\s]+([\\d\\.]*) KB'	560
'<CountryName>([\\w ]+)<'	506
'[;\\s\\/\\+]$|^$|(?=: ).'	1025
'<HEAD[\\W\\w\n]*?</HEAD>'	185
'/dev/([\\w_]+)/([\\w_]+)'	1501
'^([\\w\\-_]+\\.)+[\\w]+$'	200
'<\\s*(\\w[\\w\\d]*)\\s*>'	356
'\\(CVS[NT]*\\) ([\\d.]+)'	122
'.*\\stest_([:\\w]+)\\s.*'	1025
'(^[\\w\\s]{1,20}?):(.*$)'	31
'gene_id \\"([\\w\\.]+)\\"'	1412
'<([\\w ]+(,\\s*[\\w]+)+)>'	356
'([\\w\\.-]+)\\s+([^(]+).*'	1501
'([\\w-]+)\\s*([\\d]+):.*$'	1263
'gene_id \\"([\\w+\\.]+)\\"'	1412
'\\[([\\w\\-\\:]+)=(.*?)\\]'	1247
'(%(\\([^\\s\\)]*\\))?[sd])'	162
'\\w+[\\w\\s]*?class (\\w*)'	407
'^[\\w\\d\\.]+@[\\w\\d\\.]+'	1107
'[\\s\\{\\}\\[\\]\\(\\)\'"]'	654
'^([\\w\\-]+/)?[\\w\\-\\.]+$'	1247
u'(?i)\\w{0,4}://[\\w\\d./]*'	1139
'([\\w\\-\\.]+@[\\w\\-\\.]+)'	954
'(?P<cl>\\w+)(?P<id>[-\\d]+)'	43
'<style [\\W\\w\n]*?</style>'	185
'rgba?\\(([\\d, \\%\\.]+)\\)'	615
'([^\\-\\.]*)-([\\d+.\\-]+)$'	1248
'[\\d]+\\:([e\\+\\-\\d\\.]+)'	754
'\\s*([^\\s\\=]+)[\\s=]+(.*)'	1412
'^\\s*[\\d\\.]+\\w{0,3}\\s*$'	200
'\\w+\\.[\\w\\.\\-/]*\\.\\w+'	384
'(^|[\\W_])trailer\\d*[\\W_]'	1469
'^[\\w|\\s.]+\\(([^)]*)\\).*'	1580
'\\=[\\s]+([\\d\\.]*) KB/sec'	560
'^([\\w\\d\\s\\_\\-]+):(.*)$'	1420
'SERVER|CLIENT\\_JOB\\.[\\d]'	560
'FPKM \\"([\\d\\s\\w\\.]+)\\"'	1412
'^HTTP/([\\d.]+) (\\d+) (.+)$'	1569
'coding[:=]\\s*"*([-\\w.]+)"*'	498
'U ().*\\/([\\w\\.]+):(\\d+)$'	1007
'\\A\\s*(\\w[\\w\\d]*)\\s*\\Z'	356
'^(.*?)(\\.|)(\\w?[\\w\\d]*)$'	1594
'memcached://([.\\w]+:\\d+;?)'	1426
'([\\s\\S]+) feat.([\\s\\S]+)'	913
'</table>&#13;([\\w\\W]+)<div'	1113
'<script [\\W\\w\n]*?</script>'	185
'^-?[\\.,]?\\d[\\d,\\.-]*\\.?$'	1248
'gvsearch(\\d+|all)?:[\\s\\S]+'	386
'([\\d\\:]+ (PM|AM)) ([\\w ]+)'	1192
'Android; Mobile; rv:([\\d.]+)'	391
'/libedit[\\.\\d+]*\\.dylib\\s'	422
'[\\w\\-:]+(\\.[\\w\\-]+)*\\.?'	1247
'Android; Tablet; rv:([\\d.]+)'	391
'yvsearch(\\d+|all)?:[\\s\\S]+'	386
'ytsearch(\\d+|all)?:[\\s\\S]+'	386
'^http://instagr\\.am/p/[\\S]*$'	175
'^/domain/(([-\\w]+\\.)+[\\w]+)'	200
'<?xml.*encoding=\\W*([\\w_-]+)'	200
'([^,(\\s]+[.]spacesaver[(][)])'	356
u'<.*?>|((?:\\w[-\\w]*|&.*?;)+)'	1158
'AJS\\.([\\w_$]*?)(?:\\(|,|\\.)'	56
'^(?P<component>[\\w\\/-]+)\\s*'	225
'ini: (.+?)\\s+=\\s+([\\d\\.]+)'	982
u'Size ([\\.\\d]+)\xa0([GMK])iB'	1557
'ALT=[\'"]?([\\w\\d\\s]*)[\'"]?'	1248
'[\\s|\\[]*(\\w+)(?:\\s*=\\s*.*)'	1580
'^([\\.\\/\\w]+\\.tex)(:\\d+:.*)'	31
'[^\\s]*?[\'|"].*?[\'|"]|[^\\s]+'	560
'^\\w+[\\w\\s\\*]*?(\\w*)\\s*\\('	407
'^(?P<key>[\\w]+)=(?P<value>.+)$'	928
'transcript_id \\"([\\w\\.]+)\\"'	1412
'^#?\\d+(/[-.\\w\\[\\],\\s*]+)?$'	1569
'(^|\\s)([\\w]+)(\\++)($|\\s|\\,)'	1027
'^%!TEX\\s+([\\w-]+)\\s?=\\s?(.*)'	31
'^[\\w\\-\\+\\.]+/[\\w\\-\\+\\.]+$'	1580
'action="http?\\w://[\\w.\\?=/&]*/'	1523
'<meta.*charset\\W*=\\W*([\\w_-]+)'	200
'\\(([\\d\\.]+),\\s*([\\d\\.]+)\\)'	982
'SourceMod v\\.<b>([\\d\\.]+)</td>'	1555
'\\s\\s\\s\\s+[\\w]{4}.\\s+\\d*\\Z'	1302
'[\\d]+(-|/)[\\d]+(((-|/)[\\d]+)*)'	330
'/_ah/img/([-\\w]+)([=]*)([-\\w]+)?'	1004
'LatLng\\(([-\\d\\.]+),([-\\d\\.]+)'	506
'<option value="(\\d+)">([\\w /-]+)'	98
'\\[info\\] This is sbt ([\\d\\.]+)'	948
'\\s*?- Program class:\\s*([\\S]+)$'	1007
'(\\s+)(\\w+)(\\s+)--(\\s+)([\\w*])'	531
'<a href="(\\w+)/">([\\w /]+)<\\/a>'	98
'^(http|ftp):\\/\\/[\\w.]+\\/(\\S*)'	826
'(?:\\{.+\\})?(?:\\([:, \\w]+\\))?$'	1571
'(\\w+|[-\\.\\d]+| |\n|.|,|:|!|\\?)'	1456
'(^|[\\W_])fanart|backdrop\\d*[\\W_]'	1469
u'^http://example.com/reset/[\\w/-]+'	1158
u'^http://example.com/reset/[\\w+/-]'	1158
'[\\s\\S]*(exception|error)[\\s\\S]*'	1007
'<indexentry>[\\s\\S]*?</indexentry>'	1470
'^\\s*(?P<keyword>[\\w-]+)\\s+{\\s*$'	600
'/_ah/img/([-\\w:]+)([=]*)([-\\w]+)?'	1495
'(?P<tag></.+?>)(?P<value>[\\d\\.]+)'	1453
'(\\s+)(\\w+)(\\s+)---(\\s+)([\\w*])'	531
'cross-entropy = ([\\.\\d\\w]+) bits'	1348
'\\#[\\s]*include[\\s]*[<"](\\S+)[">]'	635
"<class \\'sympy[\\w.]*?.([\\w]*)\\'>$"	787
'([\\d.]*%) are below the poverty line'	55
'<a href="/(\\w+)/" title="([\\w ]+)">'	98
'[\\w\\.\\-]+@[\\w\\.\\-]+\\.\\w\\w\\w'	384
'^(http|ftp):\\/\\/[\\w.\\-]+\\/(\\S*)'	826
'^[\\d\\.]+ meV\xe2\x80\xbd .* \\- .*$'	539
'(/[\\w/]*)|([^/ ][^: ]*)(:(\\d+)){,1}'	897
'^(#?\\d+)(?:/([-.\\w\\[\\],\\s*]+))?$'	1569
'Area Size: .*? ([\\d,]*) square miles'	55
'\\s+(\\d+\\.\\.\\d+)[\\s+\\d+\\.\\d+]+'	1302
'(.+\\n.+\\n.+)\\s\\S+\\n[\\s\\S]+(?!$)'	1248
'^\\.\\. piston_handlers:: ([\\w\\.]+)$'	1644
'9(?:\\d[ \\-\\)\\(\\dx\\.]{0,2}){6,12}'	1122
'9(?:\\d[ \\-\\)\\(\\dx\\.]{0,2}){6,10}'	1122
'([^%]|^)\\\\makeindex(\\[([\\w]+)\\])?'	31
'(?P<number>[\\d]+)(?P<ord>st|nd|rd|th)'	1340
'(?<![\\(\\[])(http://[^\\s\'"\\]\\)]+)'	200
'<\\s*(\\w[\\w\\d]*)\\s*=\\s*(.*?)\\s*>'	356
'^([\\w\\d]+[\\w\\d\\-]*[\\w\\d]+\\.?)+$'	187
'/posts/([\\d]{4})/([\\d]{2})/([\\d]{2})'	68
'[\\.,:;"\'/?\\[\\]\\d\\+=\\-_\\{\\}<>]+'	1417
'(\\d{4,4})[\\.|\\s](\\d+)[\\.|\\s](\\d+)'	126
'Intel(\\(R\\))? (.*) processor [\\d]+MHz'	244
'fixed:\\s+([\\w.+~-]+(\\s+[\\w.+~:-]+)?)'	206
'query ([\\w ]*\\w+)[ \r\n]+- ([\\w /,]+)'	506
'<countryName>([\\w ,\\.]+)</countryName>'	506
'^text/plain;\\scharset="([\\w\\-\\d]+)"$'	1258
'(remote: )?([\\w\\s]+):\\s+()(\\d+)()(.*)'	599
'^(?! {4}|\\t).*\\w+(?<!_)_\\w+_\\w[\\w_]*'	485
'https?://[-\\.\\w:]*/console/rest/v1/dev/'	822
'%\\((\\w+)\\)(?:s|[\\d]*d|\\d*.?\\d*[fg])'	1258
'([\\d\\D_\\.\\-]*:?[\\d\\D_\\.\\-]+)=(.*)'	1076
'http(s)?\\://([\\w\\.]*)(\\:(\\d+))?(/.*)?'	594
'gml:coordinates>([-\\d\\.]+),([-\\d\\.]+)<'	506
'(?i)(?:.+?://)?(?:www[\\d]*\\.)?([^/:#?]*)'	200
'(?:[^,\\s])(\\s*)(?:[-+*/|!<=>%&^]+)(\\s*)'	1025
"devmo_url\\(_\\('(?P<path>[\\w/_]+)'\\)\\)"	682
'[ \\t]*([^<>\\s]+?)[ \\t]*<p="([^"]*"?)"/>'	1248
'[\\w\\W\\|\\-\\s]*apt-get[\\w\\W\\|\\-\\s]*'	772
'@\\{(?P<a>[\\w\\-\\.]+?)(\\:(?P<b>.*?))?\\}'	1247
'^\\d+\\) \\w+: (.+)( \\(Bye: [\\?\\d]+\\))$'	90
'"?Content-Type:.+? charset=([\\w_\\-:\\.]+)'	162
'(?:\\d[ \\-\\)\\(\\dx\\.]{0,2}(?!\n)){6,12}'	1122
'\\s*([^\\\'"\\s{},=][^{},=]*?)\\s*([},=]|$)'	727
'(\\w+|-+>|=+>|"[\\w ]+"|\\\'[\\w ]+\\\'|\\|)'	1248
'\\s*(?:\\((\\d+)\\)\\s*)?(\\??[\\w-]+\\s*)()'	1248
'cdef\\s*(?:[\\w\\.]*?\\**\\s*)?(\\w+)\\s*\\('	407
'TOTAL\\s+(\\d+)\\s+[\\-\\d\\.]+\\%\\s+(\\d+)'	566
'\\s*(?:\\((\\d+)\\)\\s*)?(\\??[\\w-]+)?(\\[)'	1248
'(.+)(?:(?<!<br>)|(?<!<br />))\\n(?![#*\\s|])'	1267
'typedef\\s+(?P<from>[\\w ]+)\\s+(?P<to>\\w+);'	533
'api_version:\\s*(?P<api_version>[\\w.]{1,32})'	1074
'Representative ([\\w\\s\\.\\,\\"\\-]+)\\s*<br'	182
'(?P<quantity>\\d[\\d.]*)+\\s*(?P<units>\\D+)?'	962
'(?i)(?:.+?://)?(?:www[\\d]*\\.)?([^#]*[^#/])/?'	200
'^http://[\\S]*\\.craigslist.org/[\\S]*\\.html$'	175
'^==== ([^\\s]+) \\(([^\\)]+)\\) ==([ACIMR])==$'	1426
'\\s*The (?P<p>[\\w\\d]+) processor operates at'	356
'^(\\d+)\\) (\\w+): (.+)( \\(Bye: [\\?\\d]+\\))$'	90
'ESXi (\\d)+\\.(\\d)+\\.(\\d)+[ ]+build-([\\d]+)'	1381
'"uid":"([\\w\\d]+?)".*?stream_token=([\\w\\d]+)'	1181
'\\s*([+-]?)([^\\s\\(\\)<>"\\\'\\-=\\[\\],]+)\\s*'	1248
'(\\s*[\\w\\W]*?(?:\\.(\\s|$)|[\\n][\\t ]*[\\n]))'	1087
'(\\w+|-+>|=+>|"[\\w\\\' ]+"|\\\'[\\w ]+\\\'|\\|)'	1248
'version\\s*=\\s*[\'"](?P<version>[\\d\\.]+)[\'"]'	564
'Population in (\\d{4})( \\(est\\))?.*?([\\d,.]+)'	55
'\\s+cdef\\s*(?:[\\w\\.]*?\\**\\s*)?(\\w+)\\s*\\('	407
'(?P<name>%%\\(name\\)(?:\\-(?P<digits>[\\d]+))?s)'	1491
'.*\\brequire\\s*\\(?([\\\'\\"])([\\w._-]+)\\1\\)?'	727
'Senator ([\\w\\s\\.\\,\\"\\-]+)\\s*\\-\\s*District'	182
'<textarea name="text"[\\W]*rows="25"[\\W]id="text"'	987
'https?://?([-\\w.]*\\.)?digg\\.com/\\w+\\.\\w+(/|$)'	200
"<\\w+[^>]*>|</\\w+>|[\\w\\']+|\\s+|[^\\w\\'\\s<>/]+"	55
'(\\w+)(?:\\:(\\d+))?(?:\\:([\\/\\\\w+.\\w+.\\-]+))?'	873
'#\\s*define\\s+(?P<key>\\w+)(?P<value>\\s+[\\w"]*)?'	533
'("\\w+ .*?HTTP/[\\d\\.]+"\\s)(\\d+)(\\s\\d+\\s".*?")'	455
'^[\\s\\S]+?(?=[\\\\<!\\[_*`~$]|https?://| {2,}\\n|$)'	1580
'^\\s*((?P<title>[^\\s]*?)\\s+)?(?P<tags>:[\\w_:@]+:)$'	624
'\\s*([bB]asic|[dD]igest)\\s+(?:[\\w]+="[^"]+",?\\s*)?'	1076
'(\\w+)(?:\\:(\\w+))?@([\\w-]+(?:%)?(?:\\.[\\w-]+)*|%)'	873
'^(?:Doctest: )?([\\w\\.]+) \\.\\.\\. \\[([^\\]]+)\\]$'	122
'^[\\w]+\\.define_table\\(\\s*[\'"](?P<name>\\w+)[\'"]'	1247
'<a href="(http://\\w+.craigslist.org/)">([\\w ]+)</a>'	98
'^\\# Regexp Chunk Parsing Grammar[\\s\\S]*F-score:.*\n'	1248
'(<[\\s]*script[^>]*>[\\s\\S]*?<\\/[\\s]*script[\\s]*>)'	168
'\\s*.*#\\s*.*define\\s.*SQLITE_VERSION\\W*"([\\d\\.]*)"'	1580
'^(?P<train>[\\w\\.]+)\\s*(\\,\\s*(?P<test>[\\w\\.]+))?$'	1488
'#\\s*wxGlade:\\s*([\\w:]+)::(\\w+) <event_handler>\\s*$'	602
'(takes [\\w ]+ )(\\d+)( arguments? \\()(\\d+)( given\\))'	119
'(\\\\)((@\\d:)?[\\w @\\-\\./\\(\\),\\[\\]]*)(\\t*:) *(.*)'	1192
'V \\[([\\w \\.]+)\\] \\(([\\d\\.]+) V/LSB\\) ([-\\d\\.]+)'	1192
'([\\w\\d_\\.\\-])+\\@(([\\w\\d\\-])+\\.)+([\\w\\d]{2,4})+'	1258
'ESXi (\\d)+\\.(\\d)+\\.(\\d)+ \\[Releasebuild-([\\d]+)\\]'	1381
'^http://www\\.google\\.com/calendar/embed\\?[\\w&;=\\%]+$'	761
'\\s+(?:public|static|private|final)[\\w\\s]*?(\\w+)\\s*\\('	407
'<img src="(http://images.craigslist.org/[\\S]*\\.jpg)" alt'	175
'(remote: )?([\\w\\s]+):\\s+(\\d+)% \\((\\d+)/(\\d+)\\)(.*)'	599
"([\\w.!~*'|;:&=+$,-]+@)?\\d+\\.\\d+\\.\\d+\\.\\d+(:\\d*)*$"	1247
'((?P<minutes>\\d[\\d.]*)mn)?\\s*((?P<seconds>\\d[\\d.]*)s)?'	962
'(?P<signal>[+-]?)(?P<relative>[\\d]?)(?P<weekday>[\\w]{2})$'	200
'((^|\\n)[^%]*?)(\\\\input|\\\\include)\\{([\\w /\\.\\-]+)\\}'	31
'<a href="(http://\\w+.craigslist.org/)"><b>([\\w ]+)</b></a>'	98
'^(?P<type>[\\w\\s*]+?)(?P<name>\\w+)(\\[(?P<array>\\d+)\\])?$'	533
"pretty-date'>on ([\\w]+ [\\d]+, [\\d]+ \\d+:\\d+)</abbr></h2>"	1181
'(?P<option>[^:=\\s][^:=]*)\\s*(?P<vi>[:=]?)\\s*(?P<value>.*)$'	1108
'\\<a(?P<a>( .+)?)\\>\\s+(?P<b>[\\w\\s\\(\\)\\/]+?)\\s+\\</a\\>'	1247
'\\<i(?P<a>( .+)?)\\>\\s+(?P<b>[\\w\\s\\(\\)\\/]+?)\\s+\\</i\\>'	1247
'\\<b(?P<a>( .+)?)\\>\\s+(?P<b>[\\w\\s\\(\\)\\/]+?)\\s+\\</b\\>'	1247
'boost::statechart::transition<\\s*([\\w:]*)\\s*,\\s*(\\w*)\\s*>'	592
'<a href="(http://geo.craigslist.org/iso/us/\\w+)">([\\w ]+)</a>'	98
'(takes [\\w ]+ )(\\d+)[\\w ]*( arguments? \\()(\\d+)( given\\))'	1612
'\\s*(?P<option>[^:=\\s][^:=]*)\\s*(?P<vi>[:=])\\s*(?P<value>.*)$'	599
'\\s?(?P<option>[^:=\\s][^:=]*)\\s*(?P<vi>[:=])\\s*(?P<value>.*)$'	599
'<a href="/cgi-bin/personals.cgi\\?category=(\\w+)">([\\w ]+)</a>'	98
'\\[info\\] The current project is built against Scala ([\\d\\.]+)'	948
".*Access denied for user '[\\w\\*\\!\\@\\#\\^\\&]*'@'[\\w\\.]*'.*"	772
'(?:[\\d]{1,3}(?:\\.[\\d]{1,3})(?:\\.[\\d]{1,3})(?:\\.[\\d]{1,3}))'	873
'<Latitude>([\\d\\-\\.]+)</Latitude>\\s*<Longitude>([\\d\\-\\.]+)<'	506
'(?P<asset>[\\w_.:/]+)(?:\\#(?P<defname>[\\w_]+))?(\\.(?P<ext>.*))'	1268
'((^|\\n)[^%]*?)\\\\usepackage(\\[[\\w, \\-]+\\])?\\{([\\w,\\-]+)\\}'	31
".*Host '[\\w\\.]*' is not allowed to connect to this MySQL server.*"	772
'[\\s\\S]*root[\\s]*([\\d]+)[\\s]*(?:[\\w]*[\\s]*){6}/system/b2g/b2g'	1007
'timeleft: (?P<hours>[\\d]*):(?P<minutes>[\\d]*):(?P<seconds>[\\d]*)'	1205
'.+ (?P<path1>[\\w/.]+(\\.cpp|\\.cxx|\\.c))(?P<path2>\\w+/[\\w/.]+).+'	498
'^=\\?(?P<charset>[\\w\\d\\-]+)\\?(?P<code>[qb])\\?(?P<value>.*)\\?=$'	1258
'\\<span(?P<a>( .+)?)\\>\\s+(?P<b>[\\w\\s\\(\\)\\/]+?)\\s+\\</span\\>'	1247
'^(?P<level>\\*+)(\\s+(?P<title>.*?))?\\s*(\\s(?P<tags>:[\\w_:@]+:))?$'	624
u'^<html><a href="http://example.com/reset/[\\w/-]+/">Link</a></html>$'	1158
'(\\w{1,4}\\s+\\d{1,2}\\s+\\d\\d:\\d\\d:\\d\\d)(\\s+[\\w\\d\\.\\/\\@]+)'	455
'([\\d\\.]*)user ([\\d\\.]*)system (\\d*):([\\d\\.]*)elapsed (\\d*)%CPU'	560
u'(?:[-*/%^&|<>!]=?|&&|\\|\\||<<|>>>|={1,3}|!==?)\\s*(?<!\\+)(\\+)[\\w(\\[]'	304
'@/(?P<a>\\w*)/(?P<c>\\w*)/(?P<f>\\w*(\\.\\w+)?)(/(?P<args>[\\w\\.\\-/]+))?'	1247
'pip \\d(\\.[\\d])+(\\.(pre|post)\\d+)? from (.*) \\(python \\d(.[\\d])+\\)$'	1263
'vertex\\s*([\\d\\-+\\.EeDd]+)\\s*([\\d\\-+\\.EeDd]+)\\s*([\\d\\-+\\.EeDd]+)'	208
'<a href="(http://\\w+.craigslist.org/)">([\\w ]+)\\W*[/-]+\\W*([\\w ]+)</a>'	98
'(?P<file>[-/\\.\\w<>]+):((?P<line>\\d+):)?(\\d+:)? warning: (?P<msg>[^ ].*)$'	635
'^\\s*(.) (\\[?[\\w\\s\\.]+\\]?)\\s+(.+) -> ([/\\w_\\+\\.-]+)(\t \\(.*\\)?$)?'	599
'(?P<link>(?:http(|s):\\/\\/)?(?:www.)?(twitter).com\\/?)*(?P<nome>[\\w\\.\\-]*)'	1285
'([\\w.+]+)\\s*.*\\(#?([^,]+),\\s*([\\w ]+),\\s*([\\w :]+)\\)\\s*\\[([^\\]]+)\\]?'	1087
'[\\w\\W\\|\\-\\s]*/usr/bin/nova-guest --flagfile=/etc/nova/nova.conf[\\W\\w\\s]*'	772
'[\\w\\W\\|\\-\\s\\d,]*nova-guest --flagfile=/etc/nova/nova.conf nova[\\W\\w\\s]*'	772
'.*Video codec ([\\w-]+) width (\\d+) height (\\d+) profile (\\d+) fps ([\\d.]+).*'	1437
'(?P<link>(?:http(|s):\\/\\/)?(?:www.)?(facebook|fb).com\\/?)*(?P<nome>[\\w\\.\\-]*)'	1285
'(\'[^\']*\'|"[^"]*"|//?|\\(\\)|==?|[/.*\\[\\]\\(\\)@])|([^/\\[\\]\\(\\)@=\\s]+)|\\s+'	1621
'((?:^[\\\'].*[\\\'])|(?:^[\\"].*[\\"]))(?:\\:(\\d+))?(?:\\:([\\/\\\\w+.\\w+.\\-]+))?'	873
'<[\\s]*script(?P<attributes>[^>]*)>[\\s]*(?P<data>[\\s\\S]*?)<\\/[\\s]*script[\\s]*>'	168
'\\s*[ur]{0,2}(?:"""[\\s\\S]*?"""|"[^"\n]+?"|\'\'\'[\\s\\S]*?\'\'\'|\'[^\'\n]+?\')\\s*'	1248
'^[\\s\\!|"|\\#|\\$|\\(|\\)|\\*|\\+|\\-|\\;|\\<|\\=|\\>|\\@|\\|\\^|\\`|\\{|\\||\\}|\\~]'	249
'Parent sees throughput for[\\s]+([\\d]+)\\s+([-\\w]+[-\\w\\s]*)\\=[\\s]+([\\d\\.]*) KB/sec'	560
'Children see throughput for[\\s]+([\\d]+)\\s+([-\\w]+[-\\w\\s]*)\\=[\\s]+([\\d\\.]*) KB/sec'	560
'(?P<table>[\\w\\-]+)\\.(?P<field>[\\w\\-]+)\\.(?P<uuidkey>[\\w\\-]+)\\.(?P<name>\\w+)\\.\\w+$'	1247
'(((?P<py>python)|(?P<fr>fakeroot))\\s*)*(?P<func>[\\w\\.\\-\\+\\{\\}\\$]+)?\\s*\\(\\s*\\)\\s*{$'	1143
'http://(?:www\\.)?redd(?:\\.it/|it\\.com/(?:tb|(?:r/[\\w\\.]+/)?comments)/)(\\w+)(/.+/)?(\\w{7})?'	1463
'((,([\\s\\r\\n]*)(\\]))|(,([\\s\\r\\n]*)(\\})))|("(?:\\\\.|[^"\\\\])*"|\'(?:\\\\.|[^\'\\\\])*\'|.[^,"\']*)'	1025
'/(?P<url>[\\w/]+)/(?P<resource_name>\\w+)/(?P<pk>\\d+)/(?P<child_resource_name>\\w+)/(?P<child_pk>\\d+)/?$'	1357
'((?<=[\\\'"\\s/])[^\\s/>][^\\s/=>]*)(\\s*=+\\s*(\\\'[^\\\']*\\\'|"[^"]*"|(?![\\\'"])[^>\\s]*))?(?:\\s|/(?!>))*'	1580
'#\\s+User@Host:\\s+(?:([\\w\\d]+))?\\s*\\[\\s*([\\w\\d]+)\\s*\\]\\s*@\\s*([\\w\\d]*)\\s*\\[\\s*([\\d.]*)\\s*\\]'	873
'(?P<quantity>\\d[\\d.]*)+\\s*(?P<units>[GgMmKk]?(?P<multiplier_style>[Ii])?[Bb])?\\s*(?P<fraction>\\(\\d+%\\))?'	962
'\\s*(?P<name>[+\\w. -]+?)\\s*=\\s*(?P<module>[\\w.]+)\\s*(:\\s*(?P<attr>[\\w.]+))?\\s*(?P<extras>\\[.*\\])?\\s*$'	1580
'#\\s+User@Host:\\s+(?:([\\w\\d]+))?\\s*\\[\\s*([\\w\\d]+)\\s*\\]\\s*@\\s*([\\w\\d\\.\\-]*)\\s*\\[\\s*([\\d.]*)\\s*\\]'	873
'^(starting\\s+from\\s+page\\s+(?P<number>\\w+))?\\s*(using\\s+(?P<key>[\\"\\\'\\w]+))?\\s*(as\\s+(?P<var_name>\\w+))?$'	250
'^<([\\w\\-]+(?:\\:[\\w\\-]+)?)((?:\\s+[\\w\\-]+(?:\\s*=\\s*(?:(?:"[^"]*")|(?:\\\'[^\\\']*\\\')|[^>\\s]+))?)*)\\s*(\\/?)>'	407
"documentSelected\\(\\'(\\w*)\\',\\'([\\w\\d-]*)\\',\\'([\\w\\.\\-]*)\\',\\'([\\w\\d/]*)\\',\\'([\\w\\d]*)\\',\\'([\\w\\s]*)\\'"	182
'^GL_?API(CALL)?\\s+(?P<return>[\\w\\s*]+[\\w*])\\s+(GL)?_?APIENTRY\\s+(?P<name>\\w+)\\s*\\((?P<params>[\\w\\s(,*\\[\\])]+)\\)\\s*;'	533
'(?x)\n            xmin\\ =\\ (.*)[\\r\\n]+\n            xmax\\ =\\ (.*)[\\r\\n]+\n            [\\s\\S]+?size\\ =\\ (.*)[\\r\\n]+ \n'	1488
'(?P<type>[ACMD]) (?P<file>.*) (?P<revspec>rev:revid:[-\\d]+) (?P<parentrevspec>rev:revid:[-\\d]+) src:(?P<srcpath>.*) dst:(?P<dstpath>.*)$'	1218
'^https?://cdnsecakmi.kaltura.com/p/(?P<partner_id>[\\d]+)/sp/(?P<subp_id>[\\d]+)/flvclipper/entry_id/(?P<entry_id>[\\w]+)/version/0(?:/ext/flv)?'	856
u'\\b((?:([\\w-]+):(/{1,3})|www[.])(?:(?:(?:[^\\s&()]|&amp;|&quo\nt;)*(?:[^!"#$%&\'()*+,.:;<=>?@\\[\\]^`{|}~\\s]))|(?:\\((?:[^\\s&()]|&amp;|&quot;)*\\)))+)'	1055
'^(?P<filetype>.)(?P<perms>.{9})\\s+(?P<nlinks>\\d*)\\s*(?P<owner>\\S+)\\s+(?P<group>\\S+)\\s+(?P<size>\\d+)\\s+(?P<date>...\\s+\\d+\\s+[\\d:]+)\\s+(?P<filename>.{1,}?)( -> (?P<linktarget>[^\\r]*))?\\r?$'	557
'^(((?P<first_page>\\w+)\\,)?(?P<per_page>\\w+)\\s+)?(?P<objects>\\w+)(\\s+starting\\s+from\\s+page\\s+(?P<number>\\w+))?(\\s+using\\s+(?P<key>[\\"\\\'\\w]+))?(\\s+with\\s+(?P<override_path>\\w+))?(\\s+as\\s+(?P<var_name>\\w+))?$'	250
