'(-?(?:0|[1-9]\\d*))(\\.\\d+)?([eE][-+]?\\d+)?'	55,113,233,287,288,302,323,340,355,383,422,436,507,510,580,594,602,622,627,729,752,759,780,849,852,866,878,927,935,961,989,1003,1004,1007,1012,1015,1025,1032,1033,1054,1078,1086,1087,1122,1158,1184,1194,1199,1221,1247,1269,1328,1469,1495,1498,1501,1509,1511,1517,1580,1634
'\\b(std\\s*::|CXXTEST_STD|using\\s+namespace\\s+std\\b|^\\s*\\#\\s*include\\s+<[a-z0-9]+>)'	0,139,785
u'^\\s*(?:(?:else )?if|for|switch|while|with)\\s*\\(.+\\)\\s*(\\{)\\s*(?://.*|/\\*.*\\*/\\s*)?$'	304,1025,1322
'^\\s*trans\\s+((?:"[^"]*?")|(?:\'[^\']*?\'))(\\s+.*context\\s+(?:"[^"]*?")|(?:\'[^\']*?\'))?\\s*'	849,878,1634
u'^(?:\\s*[-+]\\s*\\([a-zA-Z_$]\\w*\\)|@implementation)\\s*[a-zA-Z_$][\\w]*.*?\\s*(\\{)\\s*(?:$|//.*$)'	304,1025,1322
'DOCTYPE\\s+(?P<name>[^\\s]*)( PUBLIC "(?P<publicId>.*)" "(?P<systemId1>.*)"| SYSTEM "(?P<systemId2>.*)")?'	220,927,1469
'^\\(?(?P<re>[\\+\\-]?\\d*\\.?\\d*(e[\\+\\-]?\\d+)?)??(?P<im>[\\+\\-]?\\d*\\.?\\d*(e[\\+\\-]?\\d+)?j)?\\)?$'	518,620,787
'(\'[^\']*\'|"[^"]*"|::|//?|\\.\\.|\\(\\)|[/.*:\\[\\]\\(\\)@=])|((?:\\{[^}]+\\})?[^/\\[\\]\\(\\)@=\\s]+)|\\s+'	1054,1087,1580
'^\\s*\\d+\\s+(?P<name>\\S+)\\s+(?P<size>-?\\d+)\\s+(?P<bytesLeaked>-?\\d+)\\s+-?\\d+\\s+(?P<numLeaked>-?\\d+)'	1007,1015,1032
'^(cpu[0-9]*)\\s+(?P<user>\\d+)\\s+(?P<nice>\\d+)\\s+(?P<system>\\d+)\\s+(?P<idle>\\d+)\\s+(?P<iowait>\\d+).*$'	1183,1506,1510
'^(syn keyword vimCommand contained|syn keyword vimOption contained|syn keyword vimAutoEvent contained)\\s+(.*)'	147,181,1087
'[a-zA-Z_][0-9a-zA-Z_+-]*|[0-9+-][0-9a-zA-Z_.+-]*|"([^"\n\\\\]|\\\\.)*("|\\\\?$)|\'([^\'\n\\\\]|\\\\.)*(\'|\\\\?$)'	1004,1495,1580
'DOCTYPE\\s+(?P<name>[^\\s]*)(\\s*PUBLIC\\s*"(?P<publicId>.*)"\\s*"(?P<systemId1>.*)"|\\s*SYSTEM\\s*"(?P<systemId2>.*)")?'	220,927,1469
'(?P<replace>(?P<type>[\\^](?:(?:!?@?)|\\|)?)(?P<command_string>[-a-zA-Z0-9_.]+)?\\((?P<is_array>\\s*\\[?)(?P<content>.*?)(\\]?)\\))'	534,1007,1466
u'(?x)\n        \\s*((continue|do|for|function|if|else|return|switch|while|with)\\b|\\[+\\s*[a-zA-Z_$]\\w*\\s+[a-zA-Z_$]\\w*\\s*[:\\]])\n    '	304,1025,1322
'^(MemTotal|MemFree|Buffers|Cached|SwapCached|Active|Inactive|SwapTotal|SwapFree|Dirty|VmallocTotal|VmallocUser|VmallocChunk):\\s*(\\d+)\\s*kB'	1183,1506,1510
"\n    (?:'[^'\\n\\r]*')+|\n    <=|>=|!=|=|<|>|\n    :\\w+|\n    ,|\n    \\*|\n    -?\\d+(?:\\.\\d+)?|\n    \\w+|\n    \\(|\\)|\n    \\S+\n    "	1004,1074,1075
'\n                            \\s* ([^\\s;]+) \\s*            #content-coding\n                            (;\\s* q \\s*=\\s* ([0-9\\.]+))? #q\n                            '	1054,1087,1580
'\n      ^\\s*   # Start of a new line and whitespace\n      /\\*    # Opening "/*"\n      .*?    # Non greedy match of any characters (including newlines)\n      \\*/    # Closing "*/'	350,1308,1403
'\n    (\n        (?:".*?")|              # double quotes\n        (?:\'.*?\')|              # single quotes\n        (?:[^\'",\\s=][^,=]*?)       # unquoted\n    )\n    (?:\n    (?:\\s*,\\s*)|(?:\\s*$)            # comma\n    )\n'	332,689,1007
u'(?x)\n        (?P<expression>.*)              # Everything up to the line separator\n        (?P<separator>[,;+\\-/*%^&|=\\\\]) # The line separator\n        \\s*                             # Optional whitespace after\n        $                               # End of expression\n    '	304,1025,1322
u'(?x)\n        (?P<indent>\\s*)         # indent before a var keyword\n        (?P<var>var\\s+)         # var keyword and whitespace after\n        (?P<identifier>[a-zA-Z_$]\\w*)\\s*\n        (?:\n            (?P<assignment>=)\\s*\n            (?P<expression>.*)\n            |\n            (?P<separator>[,;+\\-/*%^&|=\\\\])\n        )\n    '	304,1025,1322
'(?x)\n    ^\n    (?: (\\w+):                     )?  # optional label at start of line\n        \\s* (\\.?\\w+)                   # optional spaces, (pseudo-)opcode\n    (?: \\s+ ([+-]?\\w+ | \\([^)]*\\)) )?  # optional first immediate operand\n    (?: \\s+ ([\\w,-]+  | \\([^)]*\\)) )?  # optional second immediate operand\n    (?: \\s* (?:\\#.*)               )?  # optional spaces and comment\n    $'	1007,1015,1032
'    # mere offset\n                ^\n                &?                                          # possible ampersand\n                (       0                                       # just zero\n                |       [1-9]{1,1}[0-9]*        # decimal\n                |       0[0-7]+                         # octal\n                |       0x[0-9a-f]+                     # hex\n                )\n                $\n                '	1007,1015,1032
'^(?:\\s*)([0-9]+):(?:\\s*)(?P<rx_bytes>\\d+)(?:\\s*)(?P<rx_packets>\\w+)(?:\\s*)(?P<rx_errors>\\d+)(?:\\s*)(?P<rx_drop>\\d+)(?:\\s*)(?P<rx_fifo>\\d+)(?:\\s*)(?P<rx_frame>\\d+)(?:\\s*)(?P<rx_compressed>\\d+)(?:\\s*)(?P<rx_multicast>\\d+)(?:\\s*)(?P<tx_bytes>\\d+)(?:\\s*)(?P<tx_packets>\\w+)(?:\\s*)(?P<tx_errors>\\d+)(?:\\s*)(?P<tx_drop>\\d+)(?:\\s*)(?P<tx_fifo>\\d+)(?:\\s*)(?P<tx_frame>\\d+)(?:\\s*)(?P<tx_compressed>\\d+)(?:\\s*)(?P<tx_multicast>\\d+)(?:.*)$'	1183,1506,1510
'(?x)\n        ^ OPDEF \\( (JSOP_\\w+),         \\s*  # op\n                   ([0-9]+),           \\s*  # val\n                   ("[^"]+" | [\\w_]+), \\s*  # name\n                   ("[^"]+" | [\\w_]+), \\s*  # image\n                   (-1|[0-9]+),        \\s*  # len\n                   (-1|[0-9]+),        \\s*  # uses\n                   (-1|[0-9]+),        \\s*  # defs\n                   ([0-9]+),           \\s*  # prec\n                   ([\\w_| ]+)          \\s*  # format\n                \\) \\s* $'	1007,1015,1032
'\n    (?:\n        ([a-zA-Z_][a-zA-Z0-9_]*)\\s*=\\s*list\\(\n            (\n                (?:\n                    \\s*\n                    (?:\n                        (?:".*?")|              # double quotes\n                        (?:\'.*?\')|              # single quotes\n                        (?:[^\'",\\s\\)][^,\\)]*?)  # unquoted\n                    )\n                    \\s*,\\s*\n                )*\n                (?:\n                    (?:".*?")|              # double quotes\n                    (?:\'.*?\')|              # single quotes\n                    (?:[^\'",\\s\\)][^,\\)]*?)  # unquoted\n                )?                          # last one\n            )\n        \\)\n    )\n'	332,689,1007
'        # A numeric string consists of:\n#    \\s*\n    (?P<sign>[-+])?              # an optional sign, followed by either...\n    (\n        (?=[0-9]|\\.[0-9])        # ...a number (with at least one digit)\n        (?P<int>[0-9]*)          # having a (possibly empty) integer part\n        (\\.(?P<frac>[0-9]*))?    # followed by an optional fractional part\n        (E(?P<exp>[-+]?[0-9]+))? # followed by an optional exponent, or...\n    |\n        Inf(inity)?              # ...an infinity, or...\n    |\n        (?P<signal>s)?           # ...an (optionally signaling)\n        NaN                      # NaN\n        (?P<diag>[0-9]*)         # with (possibly empty) diagnostic info.\n    )\n#    \\s*\n    \\Z\n'	287,602,1509
'        # A numeric string consists of:\n#    \\s*\n    (?P<sign>[-+])?              # an optional sign, followed by either...\n    (\n        (?=\\d|\\.\\d)              # ...a number (with at least one digit)\n        (?P<int>\\d*)             # having a (possibly empty) integer part\n        (\\.(?P<frac>\\d*))?       # followed by an optional fractional part\n        (E(?P<exp>[-+]?\\d+))?    # followed by an optional exponent, or...\n    |\n        Inf(inity)?              # ...an infinity, or...\n    |\n        (?P<signal>s)?           # ...an (optionally signaling)\n        NaN                      # NaN\n        (?P<diag>\\d*)            # with (possibly empty) diagnostic info.\n    )\n#    \\s*\n    \\Z\n'	1054,1087,1580
'    # indirect offset\n                ^\\(\n                (?P<base>&?0                  # just zero\n                        |&?[1-9]{1,1}[0-9]* # decimal\n                        |&?0[0-7]*          # octal\n                        |&?0x[0-9A-F]+      # hex\n                )\n                (?P<type>\n                        \\.         # this dot might be alone\n                        [BSL]? # one of this chars in either case\n                )?\n                (?P<sign>\n                        [-+]{0,1}\n                )?\n                (?P<off>0              # just zero\n                        |[1-9]{1,1}[0-9]*  # decimal\n                        |0[0-7]*           # octal\n                        |0x[0-9a-f]+       # hex\n                )?\n                \\)$'	1007,1015,1032
'\n    (?:\n        (\n            (?:\n                [a-zA-Z_][a-zA-Z0-9_]*\\s*=\\s*list\\(\n                    (?:\n                        \\s*\n                        (?:\n                            (?:".*?")|              # double quotes\n                            (?:\'.*?\')|              # single quotes\n                            (?:[^\'",\\s\\)][^,\\)]*?)       # unquoted\n                        )\n                        \\s*,\\s*\n                    )*\n                    (?:\n                        (?:".*?")|              # double quotes\n                        (?:\'.*?\')|              # single quotes\n                        (?:[^\'",\\s\\)][^,\\)]*?)       # unquoted\n                    )?                              # last one\n                \\)\n            )|\n            (?:\n                (?:".*?")|              # double quotes\n                (?:\'.*?\')|              # single quotes\n                (?:[^\'",\\s=][^,=]*?)|       # unquoted\n                (?:                         # keyword argument\n                    [a-zA-Z_][a-zA-Z0-9_]*\\s*=\\s*\n                    (?:\n                        (?:".*?")|              # double quotes\n                        (?:\'.*?\')|              # single quotes\n                        (?:[^\'",\\s=][^,=]*?)       # unquoted\n                    )\n                )\n            )\n        )\n        (?:\n            (?:\\s*,\\s*)|(?:\\s*$)            # comma\n        )\n    )\n    '	332,689,1007
'^\n    (?:\n        (\n            (?:\n                [a-zA-Z_][a-zA-Z0-9_]*\\s*=\\s*list\\(\n                    (?:\n                        \\s*\n                        (?:\n                            (?:".*?")|              # double quotes\n                            (?:\'.*?\')|              # single quotes\n                            (?:[^\'",\\s\\)][^,\\)]*?)       # unquoted\n                        )\n                        \\s*,\\s*\n                    )*\n                    (?:\n                        (?:".*?")|              # double quotes\n                        (?:\'.*?\')|              # single quotes\n                        (?:[^\'",\\s\\)][^,\\)]*?)       # unquoted\n                    )?                              # last one\n                \\)\n            )|\n            (?:\n                (?:".*?")|              # double quotes\n                (?:\'.*?\')|              # single quotes\n                (?:[^\'",\\s=][^,=]*?)|       # unquoted\n                (?:                         # keyword argument\n                    [a-zA-Z_][a-zA-Z0-9_]*\\s*=\\s*\n                    (?:\n                        (?:".*?")|              # double quotes\n                        (?:\'.*?\')|              # single quotes\n                        (?:[^\'",\\s=][^,=]*?)       # unquoted\n                    )\n                )\n            )\n        )\n        (?:\n            (?:\\s*,\\s*)|(?:\\s*$)            # comma\n        )\n    )\n    *'	332,689,1007
'a.*'	340,1557
'_.*'	640,662
'/.*'	616,1368
'c.*'	518,787
'\\S*'	1317,1501
'".*"'	826,1557
'(.*)'	1015,1032
', *<'	1263,1580
'\\s.*'	560,1488
'#.*?$'	881,928
'\\s*{'	171,1381
'\\s*-'	171,1381
'100.*'	340,1557
'\r*\n'	602,1054
'/(.*)'	345,383
'".*?"'	182,374
'^.*\\/'	1248,1488
'(.*)\n'	1317,1501
'(Y=.*)'	147,181
'<!--.*'	636,1125
'.*\\*$'	1054,1198
'__.*__'	640,662
"'[^']*'"	1087,1247
'-[^-]*$'	405,1219
'--.*?--'	305,1505
'\\.\\.*'	1269,1498
'^ (.*)$'	1205,1216
'[0-9]*$'	779,1407
'#!.*\\n'	534,1466
'^.*\\\\'	1193,1552
'^(\\w*)'	109,182
'[^\'"]*'	757,1087
'[ -~]*$'	332,689
'\\?(.*)'	1248,1488
'v=(.*)$'	382,386
'{[^}]*}'	1211,1495
'#.*?\\n'	534,1466
'[:;,] *'	757,1087
'(.*)\\('	1317,1501
'.*SUSE.*'	1317,1501
'10[01].*'	340,1557
'\\s*#.*$'	633,1007
'^\\|\\s*'	332,689
u'Robot.*'	1012,1158
'^"(.*)"$'	305,1505
'---\\s*$'	103,130
'.*\\.htm'	109,182
'^.(.*).$'	305,1505
'[:;, ] *'	757,1087
':[0-9]*$'	779,1407
'foo.*bar'	340,1557
'^\\s*#.*'	1088,1621
'\n[ \t]*'	103,130
'(.*)\\*$'	1054,1198
'\\s*,\\s'	113,1469
'<![^>]*>'	1247,1563
'^\\s*\\*'	1025,1322
'</?a.*?>'	169,179
'(-\\w*)$'	109,182
':.{2}-.*$'	1380,1526
'\\[.*?\\]'	110,472
'CPU\\s+.*'	1317,1501
'^[A-Z_]*$'	640,662
u'^[ -~]*$'	623,1181
'"([^"]*)"'	678,1133
'\\(.*\\)$'	757,1087
'\\s*/\\s*'	1248,1488
'.*postgis'	422,1644
'\\s*-{10}'	305,1505
'\\d*(\\S)'	332,689
'</[a-z]*>'	779,1407
'ftp://.*$'	241,1249
'^yt-(.*)$'	386,1181
'<body.*?>'	360,1513
'--+.*?--+'	305,1505
'<br[^>]*>'	169,179
'.*/(\\d+)'	1246,1540
'{([^}]*)}'	757,1248
'\\s*]\\s*'	1248,1488
'/b2g\\s*$'	1010,1014
'^[ \t]*\n'	12,1087
u'Spider.*'	1012,1158
'tray.*open'	1317,1501
'.*foo.*bar'	340,1557
'(\\d+)(.*)'	560,743
'\\s*->\\s*'	1248,1488
'\\s*#(.*)$'	276,771
'^%q.(.*).$'	305,1505
'(RHEL.*PC)'	1317,1501
'\\|(.*)\\|'	241,1249
'</?pre.*?>'	1050,1350
'(\\w+\\W*)'	1007,1301
'(.*//.*?/)'	109,182
'^\\s*\\*+/'	1054,1198
'(\\d*)(:?)'	1223,1420
'({[^{}]*})'	568,1144
'([^-]*-).*'	1246,1540
'\\A\\s*\\Z'	43,107
'^%Q.(.*).$'	305,1505
'\\s*\\[.*$'	308,743
'(!\\S*)(.*)'	171,1381
'^\\s*/\\*.*'	241,1249
':(\\s*)\x02'	757,1087
'[A-Z]*_API '	1054,1198
'\\s*\\}\\s*'	617,1247
'[0-9][} ]*$'	518,787
'{(.*?)}(.*)'	305,1505
'\\n\\s*\\n*'	779,1407
'^0*(?=[01])'	1317,1501
'\n([ \t]*)$'	305,1505
u'\\s*,?\\s*'	689,737
'^VPATH\\s*='	516,529
'\\s*\\{\\s*'	617,1247
'^ *([0-9]+)'	12,1087
'(.*) <(.*)>'	429,1582
'https?://.*'	1269,1498
'&lt;.*?&gt;'	391,872
'[1-9][0-9]*'	12,1087
'\\((.*)\\)$'	251,1468
'\\n[\\t ]*$'	46,1050
'=\\s*"(.*)"'	919,1007
'^\\s*\\/\\/'	1025,1379
'^\\s*\\/\\*'	1025,1379
'^.*\\*/\\s*$'	241,1249
'^\\s*//\\s*$'	241,1249
'^.*_test.py$'	1004,1262
'(.*)[-_](.*)'	1148,1469
'OUTPUT *(.*)'	308,743
'[{ ]*[-+0-9]'	518,787
'^\\s*\\*\\s*'	1054,1198
'%\\((.*?)\\)'	717,1229
'\\s*([-\\+])'	1248,1488
'^(\\s*)<.+> '	1199,1300
'\\s*\\}\\s*$'	305,1505
':\\s*(#.*)?$'	602,1054
'\\s*</table>'	1087,1555
'(.*) cache:$'	1506,1510
'(.*)\\(.*\\)'	109,182
'^.*Abstract.*'	640,662
'^\\s*\\]\\s*$'	1087,1555
'^([+-]) (.*)$'	241,1249
u'.*?\\S\\.\\s'	332,689
'[a-zA-Z]\\w*$'	251,1087
'  (http://.*)'	241,1249
'->\\s*(\\S+)$'	1248,1488
'HOSTNAME=(.*)'	779,1407
'href="(\\S*)"'	109,182
'(.*)\\(.*?\\)'	109,182
'BillID=(\\d*)'	109,182
'^(.+?)(\\d*)$'	518,787
'\\$\\{(.*)\\}'	1501,1644
'[0-9]+,[0-9]*'	332,689
'^([^\t]*)\t\t'	103,130
'^\\s*\\#+\\s*'	305,1505
'^[0-9]+-(.*)$'	103,130
'filename = .*'	757,1087
'\\A[ \\t]*\\Z'	43,107
'default:.*off'	171,1381
'([^#:]*#)(.*)'	251,1087
'^run(.*)Test$'	1004,1262
'\\A#!.*php.*$'	305,1505
'^\\s*\\**\\s*$'	1054,1198
'\\x1b\\[[^m]*m'	153,1301
'\\\\(.*?) (.*)'	1248,1488
'<pre>.*?</pre>'	485,1261
'<a.*?>(.+)</a>'	1263,1290
'^.*?:\\s+(.*)$'	103,130
'!!(.*?)\\.(.*)'	171,1381
'((.*?){(.*?)})'	753,942
'\\s*,\\s*|\\s+'	518,787
'^(.*)(ed|ing)$'	255,1184
';\\s*(--.*?)?$'	1087,1555
'\\A#!.*ruby.*$'	305,1505
'[a-zA-Z_]\\w*$'	757,1087
'\\d+(\\.\\d*)?'	1246,1540
'<a[^>]*\\shref'	757,1087
'^(.*)\\.stgit$'	103,130
'^Pull: (.*)\n$'	103,130
' failed: (.*)$'	1025,1326
'processor\\s*:'	1246,1540
'((^|\\n)\\s*)@'	757,1087
'((^|\\n)\\s*)-'	757,1087
'^.*##(.*)##.*$'	603,1625
'(?s)<!--.*?-->'	126,1454
'^SET_(\\S*)\\('	533,1117
'(.*) \\(\\d\\)'	1269,1498
'\\A#!.*perl.*$'	305,1505
'\\A#!.*node.*$'	305,1505
'(\\S+)\\s*,\\s*'	241,1249
'<map id="(.*?)"'	251,1087
'^\\s*/\\*\\*\\s'	1054,1198
'(filename = ).*'	757,1087
'&(\\S*)\\s*(.*)'	171,1381
'(.*?)\\s*, (.*)'	171,1381
'\\n\\r?[\\t ]*$'	1469,1621
'.*File exists.*'	440,542
'\\s+(.*?\\.inf)'	1317,1501
'^([^:]*):[^:]*$'	103,130
'\\s+(\\S+\\s*)$'	422,1644
'.*subject=\\w+$'	109,182
'^[Mm]akefile.*$'	305,1505
'::(\\s*($|\\n))'	757,1087
'<([^ ]+)(>| ).*'	558,1326
'(.+?)\\((.*)\\)'	602,747
'\\s*\\*\\/\\s*$'	1025,1322
'^[^:]*:([^:]*)$'	103,130
'([_A-Za-z]\\w*)'	1007,1301
'disable.*=.*yes'	171,1381
'(\\n\\s*<\\!--)'	558,1326
'^[0-9]+.[0-9]*$'	1317,1501
'\\s*\n\\s*\n\\s*'	1115,1248
'(\\.dev\\d*).*?$'	531,832
'^\\s*(\\S+)\\s*$'	147,181
'(.*)\\.\\w{3,4}$'	1269,1498
'^rmr: hdfs://.*$'	440,542
'  ([^:]*):  (.*)'	241,1249
'\\n\\s*(\\n|$).*'	757,1087
'\\<(\\d+)\\>(.*)'	1317,1501
'(\\w+)\\s*\\(\\)'	1054,1198
'\\s*[^\\s]+\\s*='	1007,1172
'\\s*(\\w*)\\s*::'	1464,1580
'\\/\\/[^\\n\\r]*'	1025,1322
'([a-z]+://|//).*'	482,579
'tag:.*\\[(.*)\\]'	1004,1262
'([^<]*)(<[^>]*>)'	9,148
'timestamp="(.*)"'	241,1249
'^(.+)<(.+)>(.*)$'	103,130
'^[A-Za-z0-9_-]*$'	539,1186
'^_[_A-Za-z0-9]*$'	640,662
u'.*\\$\\{.+\\}.*'	553,1414
'^#format \\w*\\n'	210,253
'(const)?\\s*int$'	241,1249
'^\\s*(\\w+)\\s*:'	518,787
'\x1b]0;(.*?)\x07'	602,747
'(\\s*[;,\\s]\\s*)'	147,181
'INPUT *(.*\\.aux)'	308,743
'rundll32.*?(\\d+)'	1317,1501
'\\s*(\\d+)  (.*)$'	1506,1510
'<b title="(.*?)">'	386,1181
'.*gtest_main.*\\n'	1007,1301
'@((?:\\w|-)*)(.*)'	533,1007
'^\\s*using fop.*$'	241,1249
'\\((.*?(\\d+))\\)'	777,1534
'[\\D]*(\\d+)\\w*$'	109,182
'^// Copyright .*$'	241,1249
'\\A#!.*python3.*$'	305,1505
'^(.*?)\\s*<(.*)>$'	757,1087
'http://(\\S+)\\s*'	498,1495
',[ ]*([-]?\\d+|n)'	1317,1501
'glWindowPos.*MESA'	533,1117
'([\\\'"])(.*?)\\1'	142,193
'gl.*Program(s|)NV'	533,1117
'Report time: (.*)'	241,1249
'^\\s*@([a-zA-Z]+)'	1025,1322
'[ \\t]*\\.[ \\t]*'	55,908
' *"(.*)" *<.*@.*>'	353,360
'^[A-Z][A-Z_0-9]*$'	516,529
'(.*): reinstated$'	492,1364
'\\A#!.*/\\bsh\\b$'	305,1505
'(fe80::[^\\s|/]*)'	1317,1501
'\\(live[^\\)]*\\)'	110,1431
'(\\S*)\\s*RHEL\\s'	1317,1501
'\\s*\\(.*\\)\\s*$'	251,1087
'(const)?\\s*long$'	241,1249
'call.*mount.*first'	1317,1501
"'(.*?)(?<!\\\\)',?"	1269,1498
'(?i)privat(.*)mail'	746,1378
'[vhs]d[a-z]*[\\d]+'	1317,1501
'clocksource=.*?\\s'	1317,1501
'.*[^.]\\.\\.[^.].*'	958,1308
'(?m)^alias.*virtio'	1317,1501
'\\s*@((?:\\w|-)*):'	533,1007
'^(.*[/#])([^/#]+)$'	210,253
'^(.*)\\*(\\d+)\\*$'	296,819
'(?m)&gdaKey=(.*?)&'	386,1181
'\\w{2}:\\s*"(.*?)"'	194,199
'(<!DOCTYPE[^]]*]>)'	210,253
'^(/\\*.*?\\*/\\s*)'	1339,1418
'(.+?)\\s*:\\s*(.*)'	171,1381
'^(?:get|set)_(.*)$'	1054,1198
'\\s*<((?:\\w|-)*)>'	533,1007
'((\\d*?)\\d{1,3})$'	391,872
'.* FAILED TESTS\\n'	1007,1301
'(const)?\\s*float$'	241,1249
'#[ \\t]*doctest:.*'	757,1087
'\\s+|(?:\\s*,\\s*)'	332,689
'(.*) ([(][^()]*[)])'	251,1087
'\\A#!.*/\\bbash\\b$'	305,1505
'(>(\\s*>)+)(,|\\n$)'	241,1249
'\\\\?(loc)\\(.*?\\)'	391,872
'(?i)pager(.*)nummer'	746,1378
'^[^{]*\\}|\\{[^}]*$'	1263,1580
'([a-zA-Z]):\\\\(.*)'	1246,1540
'(?i)haupt(.*)nummer'	746,1378
'^[\\s\t\n]*([^\n]*)'	640,659
'Node\\s+.*?zone\\s+'	1317,1501
'\\.\\. (.+?)::(.*)$'	251,1087
'^(?P<mark>\\s*)\\^$'	1025,1322
'(.*?)(\\s*[\\]}].*)'	171,1381
'<h3>ERROR: .*?</h3>'	1050,1350
'import (?P<name>.*)'	602,1054
'^(.*)\\|(-?[0-9]+)$'	1004,1495
'(?i)handy(.*)nummer'	746,1378
'^\\[([^]]+)\\](.*)$'	296,819
'class[ \t]+\\w+.*?:'	498,1495
'(?P<schema>.+)://.*'	251,1087
'(const)?\\s*double$'	241,1249
'^[-+]?([0][0-7,]*)$'	171,1381
'(?:^|/)ChangeLog.*$'	1199,1300
'^template\\s*<\\s*$'	241,1249
'from django.*import'	296,819
'\\s*modtime:\\s*(.*)'	241,1249
'\\s*\\((\\d+)\\)\\s*'	1248,1488
'\\[.*\\d+ tests.*\\n'	1007,1301
'^\\s*\n+\\s*\n+\\s*$'	558,1326
'.*\\.(gz|xz|7z|bz2)$'	1317,1501
'^\\s*(>>>|...) (.*)$'	339,1247
'((^|\\n)\\s*\\d+)\\.'	757,1087
'\\s*-\\s*at\\s*-\\s*'	241,1249
'(</?(?:ul|li)[^>]*>)'	1228,1231
'\\d+\\.\\d*(?!\\d*d)'	518,787
'(^|\\\\n)([^\\\\]*)$'	1248,1488
'[a-zA-Z][a-zA-Z0-9]*'	413,1076
'^\\s*using boostbook'	241,1249
'^(.*)\\s*<(.*)>\\s*$'	103,130
'href="/pypi/([^/"]*)'	1263,1290
'.*_?column_(\\d+)_.+'	1415,1580
'(?i)iphone(.*)nummer'	746,1378
'<graphic.*passwd=.*>'	1317,1501
'\\s*\\[auto-props\\]'	1007,1172
'(?<=kernel:)/.*(?:>)'	1223,1420
'(?i)privat(.*)nummer'	746,1378
'@@VERSION>(.*)@@(.*)'	503,656
'^\\s*#\\s*([0-9]+).*'	332,689
'^Working file: (.*)$'	12,1087
'"(.*)"(\\s*\\[.*\\])'	1451,1480
'^.*?(v[\\d\\.]+).*?$'	305,1025
'^\\s*(\\w|\\d)+\\s*$'	241,1249
'\\s*#*\\s*pylint:(.*)'	640,662
'\\t(\\S*)\\s+(\\S*.*)'	533,1117
'^\\s+typedef\\s+.*?;$'	241,1249
'([:\\-\\w]*){([^}]+)}'	753,942
'(.*?) (.*?) as (\\w+)'	293,1614
'.*\\?.*token=(.*)(&?)'	147,181
'^pull with (\\w+).*?$'	305,1025
'\\w+@(\\w+)(\\.\\w+)*'	757,1087
'^(.*)\\.(diff|patch)$'	103,130
'^\\s*using doxygen.*$'	241,1249
':( *\n     \\|\n)\x02'	757,1087
'(.*): mark as failed$'	492,1364
'(?m)(^|[^\\\\])(%.*$)'	86,88
'Capacity:\\s+(\\S+.*)'	1317,1501
'\\A#!.*python(?!3).*$'	305,1505
'.*lib2to3.*\\.pickle$'	1580,1594
'^(\\w+)\\s*=\\s*(.+)$'	173,369
'\\n[\\t ]*\\n[\\t ]*$'	602,747
'(\\w+)(\\.|:)\\s*(.*)'	1248,1488
'locate-root\\s+"(.*)"'	241,1249
'\\[(?P<section>.*)\\]'	1009,1442
'^(.*?)(?:-dev|-\\d.*)'	1263,1290
'^(\\S+)\\s+\\D*(\\d+)'	1010,1014
'<title>(.*?)<\\/title>'	200,960
'(\\s*)(\\\\.+?)(\\s+)$'	1087,1555
'^([A-Z][^A-Z]*?\\.\\s)'	251,1087
'__metrics(.*)__metrics'	1015,1032
'def[ \t]+\\w+\\(.*?\\)'	498,1495
'(?:#|#.*?&)egg=([^&]*)'	1263,1290
'\\/\\*[\\s\\S]*?\\*\\/'	1025,1322
'^@(\\S+)\\s*:(.*\\n?)$'	1054,1198
':([a-zA-Z_\\-]+):(.*)$'	332,689
'/cygdrive/([a-z])/(.*)'	1246,1540
'<[a-zA-Z][a-zA-Z0-9]*/'	413,1076
'^\\s*(\n\r|\r\n|\r|\n)'	173,369
'^\\s*using xsltproc.*$'	241,1249
"^\\d* *([\\w.,'\\s]+)$"	109,182
'[A-Za-z_][A-Za-z0-9_]*'	189,955
'^(\\w+)\\s*:\\s+(\\d+)'	1317,1501
'repo\\=[\\:\\w\\d\\/]*'	1317,1501
'(Saving to:|\\s*\\d+K)'	1025,1326
'^(.*?)([\\[\\*\\?].*)$'	440,542
'disk size:\\s+(\\S+.*)'	1317,1501
'.*-sdk ([a-zA-Z0-9.]*)'	0,1580
'/plugin-container\\s*$'	1010,1014
'"(.*)"\\s*->\\s*"(.*)"'	1451,1480
"location\\.href='(.*?)'"	425,1050
'^[a-z][a-z0-9_$()+-/]*$'	1068,1070
'[A-Za-z_][A-Za-z0-9_]*$'	640,662
'\\\\\\?([^\\.]+)\\.(.*)'	1248,1488
'^\\s*(#|//[^/]|////).*$'	241,1249
'Interim result: *(\\S+)'	1317,1501
'(<\\?xml version.*\\?>)'	210,253
'Disk*.(\\d+)\\s+Offline'	1317,1501
'[/*?]|\\[[^]]*/[^]]*\\]'	737,1315
'#define\\sSET_(\\S*)\\('	533,1117
'-\\*-\\s*(.*?)\\s*-\\*-'	305,1505
'^[-+]?(0|[1-9][0-9,]*)$'	171,1381
'((,|^)\\s*[\\w\\-\\.]+)'	757,1087
'^.*?(\\d+)([\\w\\s]+)?$'	1025,1326
'^([A-Z].*?\\.(?:\\s|$))'	332,689
'(?=.*\\d)(?=.*[a-zA-Z])'	391,872
'.. include:: (.+?)\\s*$'	274,573
