observation,string,abstract,node,accuracy
20,M6R1V0_OR,A26,"C5,T1",1
21,M6R1V0_OR,A26,"C5,T1",1
22,M6R1V0_OR,A26,"C5,T1",1
23,M6R1V0_OR,A26,"C5,T1",1
24,M6R1V0_OR,A26,"C5,T1",1
25,M6R1V0_OR,A26,"C5,T1",1
26,M6R1V0_OR,A26,"C5,T1",1
27,M6R1V0_OR,A26,"C5,T1",1
28,M6R1V0_OR,A26,"C5,T1",1
29,M6R1V0_OR,A26,"C5,T1",1
30,M6R1V0_OR,A26,"C5,T1",1
1,M6R1V1_CCC,A26,T1,1
2,M6R1V1_CCC,A26,T1,1
3,M6R1V1_CCC,A26,T1,0.4
4,M6R1V1_CCC,A26,T1,1
5,M6R1V1_CCC,A26,T1,1
6,M6R1V1_CCC,A26,T1,1
7,M6R1V1_CCC,A26,T1,1
8,M6R1V1_CCC,A26,T1,1
9,M6R1V1_CCC,A26,T1,1
10,M6R1V1_CCC,A26,T1,1
11,M6R1V1_CCC,A26,T1,1
12,M6R1V1_CCC,A26,T1,0.4
13,M6R1V1_CCC,A26,T1,0.4
14,M6R1V1_CCC,A26,T1,0
15,M6R1V1_CCC,A26,T1,0.4
16,M6R1V1_CCC,A26,T1,1
17,M6R1V1_CCC,A26,T1,1
18,M6R1V1_CCC,A26,T1,1
19,M6R1V1_CCC,A26,T1,0.2
20,M6R1V1_CCC,A26,T1,0.4
21,M6R1V1_CCC,A26,T1,1
22,M6R1V1_CCC,A26,T1,1
23,M6R1V1_CCC,A26,T1,1
24,M6R1V1_CCC,A26,T1,0.8
25,M6R1V1_CCC,A26,T1,1
26,M6R1V1_CCC,A26,T1,1
27,M6R1V1_CCC,A26,T1,0.6
28,M6R1V1_CCC,A26,T1,1
29,M6R1V1_CCC,A26,T1,1
30,M6R1V1_CCC,A26,T1,NA
1,M6R1V2_OCTCCC,A26,"C2,T4",0.2
2,M6R1V2_OCTCCC,A26,"C2,T4",1
3,M6R1V2_OCTCCC,A26,"C2,T4",1
4,M6R1V2_OCTCCC,A26,"C2,T4",0.5
5,M6R1V2_OCTCCC,A26,"C2,T4",0.4
6,M6R1V2_OCTCCC,A26,"C2,T4",0.25
7,M6R1V2_OCTCCC,A26,"C2,T4",1
8,M6R1V2_OCTCCC,A26,"C2,T4",0.25
9,M6R1V2_OCTCCC,A26,"C2,T4",1
10,M6R1V2_OCTCCC,A26,"C2,T4",1
11,M6R1V2_OCTCCC,A26,"C2,T4",0.4
12,M6R1V2_OCTCCC,A26,"C2,T4",0.4
13,M6R1V2_OCTCCC,A26,"C2,T4",0.2
14,M6R1V2_OCTCCC,A26,"C2,T4",1
15,M6R1V2_OCTCCC,A26,"C2,T4",1
16,M6R1V2_OCTCCC,A26,"C2,T4",1
17,M6R1V2_OCTCCC,A26,"C2,T4",0.25
18,M6R1V2_OCTCCC,A26,"C2,T4",NA
19,M6R1V2_OCTCCC,A26,"C2,T4",1
20,M6R1V2_OCTCCC,A26,"C2,T4",NA
21,M6R1V2_OCTCCC,A26,"C2,T4",1
22,M6R1V2_OCTCCC,A26,"C2,T4",0.4
23,M6R1V2_OCTCCC,A26,"C2,T4",1
24,M6R1V2_OCTCCC,A26,"C2,T4",0.4
25,M6R1V2_OCTCCC,A26,"C2,T4",0.25
26,M6R1V2_OCTCCC,A26,"C2,T4",NA
27,M6R1V2_OCTCCC,A26,"C2,T4",0.2
28,M6R1V2_OCTCCC,A26,"C2,T4",1
29,M6R1V2_OCTCCC,A26,"C2,T4",NA
30,M6R1V2_OCTCCC,A26,"C2,T4",1
1,M7R0V0_WRD,A10,C4,NA
2,M7R0V0_WRD,A10,C4,0.4
3,M7R0V0_WRD,A10,C4,0.8
4,M7R0V0_WRD,A10,C4,0.8
5,M7R0V0_WRD,A10,C4,0.8
6,M7R0V0_WRD,A10,C4,0.8
7,M7R0V0_WRD,A10,C4,0.8
8,M7R0V0_WRD,A10,C4,1
9,M7R0V0_WRD,A10,C4,0.6
10,M7R0V0_WRD,A10,C4,0.8
11,M7R0V0_WRD,A10,C4,0.8
12,M7R0V0_WRD,A10,C4,0.8
13,M7R0V0_WRD,A10,C4,0.8
14,M7R0V0_WRD,A10,C4,NA
15,M7R0V0_WRD,A10,C4,1
16,M7R0V0_WRD,A10,C4,1
17,M7R0V0_WRD,A10,C4,0.8
18,M7R0V0_WRD,A10,C4,1
19,M7R0V0_WRD,A10,C4,NA
20,M7R0V0_WRD,A10,C4,0.8
21,M7R0V0_WRD,A10,C4,1
22,M7R0V0_WRD,A10,C4,1
23,M7R0V0_WRD,A10,C4,0.8
24,M7R0V0_WRD,A10,C4,0.75
25,M7R0V0_WRD,A10,C4,0.6
26,M7R0V0_WRD,A10,C4,1
27,M7R0V0_WRD,A10,C4,0.75
28,M7R0V0_WRD,A10,C4,0.8
29,M7R0V0_WRD,A10,C4,1
30,M7R0V0_WRD,A10,C4,0.8
1,M7R0V1_CCCRNG,A10,C1,1
2,M7R0V1_CCCRNG,A10,C1,0.8
3,M7R0V1_CCCRNG,A10,C1,1
4,M7R0V1_CCCRNG,A10,C1,0.6
5,M7R0V1_CCCRNG,A10,C1,0.2
6,M7R0V1_CCCRNG,A10,C1,0.6
7,M7R0V1_CCCRNG,A10,C1,1
8,M7R0V1_CCCRNG,A10,C1,0.5
9,M7R0V1_CCCRNG,A10,C1,1
10,M7R0V1_CCCRNG,A10,C1,1
11,M7R0V1_CCCRNG,A10,C1,1
12,M7R0V1_CCCRNG,A10,C1,1
13,M7R0V1_CCCRNG,A10,C1,1
14,M7R0V1_CCCRNG,A10,C1,1
15,M7R0V1_CCCRNG,A10,C1,0.75
16,M7R0V1_CCCRNG,A10,C1,0.8
17,M7R0V1_CCCRNG,A10,C1,0.5
18,M7R0V1_CCCRNG,A10,C1,1
19,M7R0V1_CCCRNG,A10,C1,0.8
20,M7R0V1_CCCRNG,A10,C1,0.6
21,M7R0V1_CCCRNG,A10,C1,0.6
22,M7R0V1_CCCRNG,A10,C1,1
23,M7R0V1_CCCRNG,A10,C1,0.8
24,M7R0V1_CCCRNG,A10,C1,0.6
25,M7R0V1_CCCRNG,A10,C1,1
26,M7R0V1_CCCRNG,A10,C1,1
27,M7R0V1_CCCRNG,A10,C1,NA
28,M7R0V1_CCCRNG,A10,C1,1
29,M7R0V1_CCCRNG,A10,C1,0.8
30,M7R0V1_CCCRNG,A10,C1,0.8
1,M7R1V0_WRD,A11,C4,0.6
2,M7R1V0_WRD,A11,C4,1
3,M7R1V0_WRD,A11,C4,0.4
4,M7R1V0_WRD,A11,C4,1
5,M7R1V0_WRD,A11,C4,0.75
6,M7R1V0_WRD,A11,C4,0.8
7,M7R1V0_WRD,A11,C4,0.3333333333
8,M7R1V0_WRD,A11,C4,1
9,M7R1V0_WRD,A11,C4,1
10,M7R1V0_WRD,A11,C4,1
11,M7R1V0_WRD,A11,C4,1
12,M7R1V0_WRD,A11,C4,1
13,M7R1V0_WRD,A11,C4,1
14,M7R1V0_WRD,A11,C4,1
15,M7R1V0_WRD,A11,C4,0.8
16,M7R1V0_WRD,A11,C4,1
17,M7R1V0_WRD,A11,C4,1
18,M7R1V0_WRD,A11,C4,1
19,M7R1V0_WRD,A11,C4,0.4
20,M7R1V0_WRD,A11,C4,0.8
21,M7R1V0_WRD,A11,C4,0.6
22,M7R1V0_WRD,A11,C4,1
23,M7R1V0_WRD,A11,C4,1
24,M7R1V0_WRD,A11,C4,0.25
25,M7R1V0_WRD,A11,C4,0.6
26,M7R1V0_WRD,A11,C4,0.6
27,M7R1V0_WRD,A11,C4,0.6
28,M7R1V0_WRD,A11,C4,0.4
29,M7R1V0_WRD,A11,C4,1
30,M7R1V0_WRD,A11,C4,0.5
1,M7R1V1_CCCRNG,A11,C1,0.8
2,M7R1V1_CCCRNG,A11,C1,0.6
3,M7R1V1_CCCRNG,A11,C1,1
4,M7R1V1_CCCRNG,A11,C1,0.6
5,M7R1V1_CCCRNG,A11,C1,1
6,M7R1V1_CCCRNG,A11,C1,1
7,M7R1V1_CCCRNG,A11,C1,1
8,M7R1V1_CCCRNG,A11,C1,0.8
9,M7R1V1_CCCRNG,A11,C1,0.4
10,M7R1V1_CCCRNG,A11,C1,1
11,M7R1V1_CCCRNG,A11,C1,0.8
12,M7R1V1_CCCRNG,A11,C1,1
13,M7R1V1_CCCRNG,A11,C1,0.6
14,M7R1V1_CCCRNG,A11,C1,0.6
15,M7R1V1_CCCRNG,A11,C1,0.6
16,M7R1V1_CCCRNG,A11,C1,0.8
17,M7R1V1_CCCRNG,A11,C1,1
18,M7R1V1_CCCRNG,A11,C1,1
19,M7R1V1_CCCRNG,A11,C1,1
20,M7R1V1_CCCRNG,A11,C1,1
21,M7R1V1_CCCRNG,A11,C1,1
22,M7R1V1_CCCRNG,A11,C1,1
23,M7R1V1_CCCRNG,A11,C1,1
24,M7R1V1_CCCRNG,A11,C1,0.6
25,M7R1V1_CCCRNG,A11,C1,0.8
26,M7R1V1_CCCRNG,A11,C1,1
27,M7R1V1_CCCRNG,A11,C1,1
28,M7R1V1_CCCRNG,A11,C1,1
29,M7R1V1_CCCRNG,A11,C1,0.8
30,M7R1V1_CCCRNG,A11,C1,1
1,M7R2V0_WRD,A12,C4,0.2
2,M7R2V0_WRD,A12,C4,0.8
3,M7R2V0_WRD,A12,C4,1
4,M7R2V0_WRD,A12,C4,0.8
5,M7R2V0_WRD,A12,C4,0.4
6,M7R2V0_WRD,A12,C4,0.4
7,M7R2V0_WRD,A12,C4,1
8,M7R2V0_WRD,A12,C4,1
9,M7R2V0_WRD,A12,C4,1
10,M7R2V0_WRD,A12,C4,0.8
11,M7R2V0_WRD,A12,C4,1
12,M7R2V0_WRD,A12,C4,1
13,M7R2V0_WRD,A12,C4,1
14,M7R2V0_WRD,A12,C4,1
15,M7R2V0_WRD,A12,C4,1
16,M7R2V0_WRD,A12,C4,1
17,M7R2V0_WRD,A12,C4,1
18,M7R2V0_WRD,A12,C4,0.8
19,M7R2V0_WRD,A12,C4,1
20,M7R2V0_WRD,A12,C4,1
21,M7R2V0_WRD,A12,C4,0.8
22,M7R2V0_WRD,A12,C4,1
23,M7R2V0_WRD,A12,C4,1
24,M7R2V0_WRD,A12,C4,0.5
25,M7R2V0_WRD,A12,C4,1
26,M7R2V0_WRD,A12,C4,1
27,M7R2V0_WRD,A12,C4,0.5
28,M7R2V0_WRD,A12,C4,1
29,M7R2V0_WRD,A12,C4,0.8
30,M7R2V0_WRD,A12,C4,1
1,M7R2V1_CCCRNG,A12,C1,0.5
2,M7R2V1_CCCRNG,A12,C1,1
3,M7R2V1_CCCRNG,A12,C1,1
4,M7R2V1_CCCRNG,A12,C1,1
5,M7R2V1_CCCRNG,A12,C1,1
6,M7R2V1_CCCRNG,A12,C1,0.75
7,M7R2V1_CCCRNG,A12,C1,1
8,M7R2V1_CCCRNG,A12,C1,0.8
9,M7R2V1_CCCRNG,A12,C1,0.8
10,M7R2V1_CCCRNG,A12,C1,1
11,M7R2V1_CCCRNG,A12,C1,0.8
12,M7R2V1_CCCRNG,A12,C1,1
13,M7R2V1_CCCRNG,A12,C1,0.8
14,M7R2V1_CCCRNG,A12,C1,1
15,M7R2V1_CCCRNG,A12,C1,1
16,M7R2V1_CCCRNG,A12,C1,1
17,M7R2V1_CCCRNG,A12,C1,1
18,M7R2V1_CCCRNG,A12,C1,1
19,M7R2V1_CCCRNG,A12,C1,0.8
20,M7R2V1_CCCRNG,A12,C1,1
21,M7R2V1_CCCRNG,A12,C1,0.8
22,M7R2V1_CCCRNG,A12,C1,0.8
23,M7R2V1_CCCRNG,A12,C1,1
24,M7R2V1_CCCRNG,A12,C1,0.8
25,M7R2V1_CCCRNG,A12,C1,0.6
26,M7R2V1_CCCRNG,A12,C1,1
27,M7R2V1_CCCRNG,A12,C1,1
28,M7R2V1_CCCRNG,A12,C1,0.5
29,M7R2V1_CCCRNG,A12,C1,1
30,M7R2V1_CCCRNG,A12,C1,1
1,M8R0V0_SEQKLE,A13,L2,0.6
2,M8R0V0_SEQKLE,A13,L2,0.5
3,M8R0V0_SEQKLE,A13,L2,1
4,M8R0V0_SEQKLE,A13,L2,1
5,M8R0V0_SEQKLE,A13,L2,1
6,M8R0V0_SEQKLE,A13,L2,1
7,M8R0V0_SEQKLE,A13,L2,0.8
8,M8R0V0_SEQKLE,A13,L2,0.6
9,M8R0V0_SEQKLE,A13,L2,1
10,M8R0V0_SEQKLE,A13,L2,1
11,M8R0V0_SEQKLE,A13,L2,0.6
12,M8R0V0_SEQKLE,A13,L2,1
13,M8R0V0_SEQKLE,A13,L2,1
14,M8R0V0_SEQKLE,A13,L2,1
15,M8R0V0_SEQKLE,A13,L2,0.8
16,M8R0V0_SEQKLE,A13,L2,0.8
17,M8R0V0_SEQKLE,A13,L2,0.8
18,M8R0V0_SEQKLE,A13,L2,1
19,M8R0V0_SEQKLE,A13,L2,0.8
20,M8R0V0_SEQKLE,A13,L2,0.6
21,M8R0V0_SEQKLE,A13,L2,0.8
22,M8R0V0_SEQKLE,A13,L2,0.8
23,M8R0V0_SEQKLE,A13,L2,0.6
24,M8R0V0_SEQKLE,A13,L2,0.6
25,M8R0V0_SEQKLE,A13,L2,1
26,M8R0V0_SEQKLE,A13,L2,1
27,M8R0V0_SEQKLE,A13,L2,1
28,M8R0V0_SEQKLE,A13,L2,0.8
29,M8R0V0_SEQKLE,A13,L2,1
30,M8R0V0_SEQKLE,A13,L2,1
1,M8R0V1_ADD,A13,L3,1
2,M8R0V1_ADD,A13,L3,1
3,M8R0V1_ADD,A13,L3,1
4,M8R0V1_ADD,A13,L3,0.8
5,M8R0V1_ADD,A13,L3,0.8
6,M8R0V1_ADD,A13,L3,1
7,M8R0V1_ADD,A13,L3,0.8
8,M8R0V1_ADD,A13,L3,0.8
9,M8R0V1_ADD,A13,L3,0.8
10,M8R0V1_ADD,A13,L3,0.8
11,M8R0V1_ADD,A13,L3,1
12,M8R0V1_ADD,A13,L3,0.8
13,M8R0V1_ADD,A13,L3,1
14,M8R0V1_ADD,A13,L3,1
15,M8R0V1_ADD,A13,L3,1
16,M8R0V1_ADD,A13,L3,1
17,M8R0V1_ADD,A13,L3,1
18,M8R0V1_ADD,A13,L3,1
19,M8R0V1_ADD,A13,L3,1
20,M8R0V1_ADD,A13,L3,0.5
21,M8R0V1_ADD,A13,L3,1
22,M8R0V1_ADD,A13,L3,1
23,M8R0V1_ADD,A13,L3,1
24,M8R0V1_ADD,A13,L3,0.6
25,M8R0V1_ADD,A13,L3,1
26,M8R0V1_ADD,A13,L3,1
27,M8R0V1_ADD,A13,L3,0.8
28,M8R0V1_ADD,A13,L3,1
29,M8R0V1_ADD,A13,L3,1
30,M8R0V1_ADD,A13,L3,1
1,M8R1V0_SEQKLE,A14,L2,0.6
2,M8R1V0_SEQKLE,A14,L2,1
3,M8R1V0_SEQKLE,A14,L2,1
4,M8R1V0_SEQKLE,A14,L2,0.6
5,M8R1V0_SEQKLE,A14,L2,1
6,M8R1V0_SEQKLE,A14,L2,1
7,M8R1V0_SEQKLE,A14,L2,0.8
8,M8R1V0_SEQKLE,A14,L2,0.6
9,M8R1V0_SEQKLE,A14,L2,1
10,M8R1V0_SEQKLE,A14,L2,1
11,M8R1V0_SEQKLE,A14,L2,1
12,M8R1V0_SEQKLE,A14,L2,0.6
13,M8R1V0_SEQKLE,A14,L2,0.6
14,M8R1V0_SEQKLE,A14,L2,1
15,M8R1V0_SEQKLE,A14,L2,1
16,M8R1V0_SEQKLE,A14,L2,1
17,M8R1V0_SEQKLE,A14,L2,0.6
18,M8R1V0_SEQKLE,A14,L2,1
19,M8R1V0_SEQKLE,A14,L2,1
20,M8R1V0_SEQKLE,A14,L2,1
21,M8R1V0_SEQKLE,A14,L2,1
22,M8R1V0_SEQKLE,A14,L2,1
23,M8R1V0_SEQKLE,A14,L2,0.6
24,M8R1V0_SEQKLE,A14,L2,1
25,M8R1V0_SEQKLE,A14,L2,0.8
26,M8R1V0_SEQKLE,A14,L2,0.6
27,M8R1V0_SEQKLE,A14,L2,1
28,M8R1V0_SEQKLE,A14,L2,0.6
29,M8R1V0_SEQKLE,A14,L2,1
30,M8R1V0_SEQKLE,A14,L2,1
1,M8R1V1_ADD,A14,L3,1
2,M8R1V1_ADD,A14,L3,0.8
3,M8R1V1_ADD,A14,L3,1
4,M8R1V1_ADD,A14,L3,0.6
5,M8R1V1_ADD,A14,L3,1
6,M8R1V1_ADD,A14,L3,0.6
7,M8R1V1_ADD,A14,L3,0.6
8,M8R1V1_ADD,A14,L3,1
9,M8R1V1_ADD,A14,L3,1
10,M8R1V1_ADD,A14,L3,1
11,M8R1V1_ADD,A14,L3,1
12,M8R1V1_ADD,A14,L3,1
13,M8R1V1_ADD,A14,L3,1
14,M8R1V1_ADD,A14,L3,1
15,M8R1V1_ADD,A14,L3,1
16,M8R1V1_ADD,A14,L3,1
17,M8R1V1_ADD,A14,L3,1
18,M8R1V1_ADD,A14,L3,0.4
19,M8R1V1_ADD,A14,L3,1
20,M8R1V1_ADD,A14,L3,1
21,M8R1V1_ADD,A14,L3,1
22,M8R1V1_ADD,A14,L3,0.8
23,M8R1V1_ADD,A14,L3,1
24,M8R1V1_ADD,A14,L3,1
25,M8R1V1_ADD,A14,L3,0.6
26,M8R1V1_ADD,A14,L3,1
27,M8R1V1_ADD,A14,L3,1
28,M8R1V1_ADD,A14,L3,1
29,M8R1V1_ADD,A14,L3,1
30,M8R1V1_ADD,A14,L3,0.8
1,M8R2V0_SEQKLE,A15,L2,1
2,M8R2V0_SEQKLE,A15,L2,1
3,M8R2V0_SEQKLE,A15,L2,0.6
4,M8R2V0_SEQKLE,A15,L2,0.8
5,M8R2V0_SEQKLE,A15,L2,0.6
6,M8R2V0_SEQKLE,A15,L2,1
7,M8R2V0_SEQKLE,A15,L2,1
8,M8R2V0_SEQKLE,A15,L2,1
9,M8R2V0_SEQKLE,A15,L2,1
10,M8R2V0_SEQKLE,A15,L2,0.6
11,M8R2V0_SEQKLE,A15,L2,0.6
12,M8R2V0_SEQKLE,A15,L2,1
13,M8R2V0_SEQKLE,A15,L2,0.8
14,M8R2V0_SEQKLE,A15,L2,1
15,M8R2V0_SEQKLE,A15,L2,0.4
16,M8R2V0_SEQKLE,A15,L2,1
17,M8R2V0_SEQKLE,A15,L2,1
18,M8R2V0_SEQKLE,A15,L2,0.8
19,M8R2V0_SEQKLE,A15,L2,1
20,M8R2V0_SEQKLE,A15,L2,1
21,M8R2V0_SEQKLE,A15,L2,1
22,M8R2V0_SEQKLE,A15,L2,1
23,M8R2V0_SEQKLE,A15,L2,0.4
24,M8R2V0_SEQKLE,A15,L2,1
25,M8R2V0_SEQKLE,A15,L2,0.6
26,M8R2V0_SEQKLE,A15,L2,1
27,M8R2V0_SEQKLE,A15,L2,0.6
28,M8R2V0_SEQKLE,A15,L2,1
29,M8R2V0_SEQKLE,A15,L2,1
30,M8R2V0_SEQKLE,A15,L2,1
1,M8R2V1_ADD,A15,L3,0.6
2,M8R2V1_ADD,A15,L3,0.6
3,M8R2V1_ADD,A15,L3,1
4,M8R2V1_ADD,A15,L3,1
5,M8R2V1_ADD,A15,L3,1
6,M8R2V1_ADD,A15,L3,1
7,M8R2V1_ADD,A15,L3,1
8,M8R2V1_ADD,A15,L3,1
9,M8R2V1_ADD,A15,L3,1
10,M8R2V1_ADD,A15,L3,0.8
11,M8R2V1_ADD,A15,L3,1
12,M8R2V1_ADD,A15,L3,1
13,M8R2V1_ADD,A15,L3,1
14,M8R2V1_ADD,A15,L3,1
15,M8R2V1_ADD,A15,L3,1
16,M8R2V1_ADD,A15,L3,0.6666666667
17,M8R2V1_ADD,A15,L3,0.4
18,M8R2V1_ADD,A15,L3,1
19,M8R2V1_ADD,A15,L3,1
20,M8R2V1_ADD,A15,L3,1
21,M8R2V1_ADD,A15,L3,1
22,M8R2V1_ADD,A15,L3,1
23,M8R2V1_ADD,A15,L3,1
24,M8R2V1_ADD,A15,L3,1
25,M8R2V1_ADD,A15,L3,1
26,M8R2V1_ADD,A15,L3,1
27,M8R2V1_ADD,A15,L3,1
28,M8R2V1_ADD,A15,L3,1
29,M8R2V1_ADD,A15,L3,0.4
30,M8R2V1_ADD,A15,L3,1
1,M9R0V0_CCC,A16,T3,0.8
2,M9R0V0_CCC,A16,T3,0.4
3,M9R0V0_CCC,A16,T3,0.6
4,M9R0V0_CCC,A16,T3,NA
5,M9R0V0_CCC,A16,T3,0.6
6,M9R0V0_CCC,A16,T3,1
7,M9R0V0_CCC,A16,T3,0.6
8,M9R0V0_CCC,A16,T3,0.5
9,M9R0V0_CCC,A16,T3,0.6
10,M9R0V0_CCC,A16,T3,1
11,M9R0V0_CCC,A16,T3,0.8
12,M9R0V0_CCC,A16,T3,1
13,M9R0V0_CCC,A16,T3,1
14,M9R0V0_CCC,A16,T3,0.6
15,M9R0V0_CCC,A16,T3,0.8
16,M9R0V0_CCC,A16,T3,0.6
17,M9R0V0_CCC,A16,T3,1
18,M9R0V0_CCC,A16,T3,0.4
19,M9R0V0_CCC,A16,T3,0.4
20,M9R0V0_CCC,A16,T3,0.8
21,M9R0V0_CCC,A16,T3,1
22,M9R0V0_CCC,A16,T3,0.8
23,M9R0V0_CCC,A16,T3,0.6
24,M9R0V0_CCC,A16,T3,0.8
25,M9R0V0_CCC,A16,T3,0.6
26,M9R0V0_CCC,A16,T3,NA
27,M9R0V0_CCC,A16,T3,1
28,M9R0V0_CCC,A16,T3,0.75
29,M9R0V0_CCC,A16,T3,1
30,M9R0V0_CCC,A16,T3,1
1,M9R0V1_LIT,A16,T1,1
2,M9R0V1_LIT,A16,T1,0.6
3,M9R0V1_LIT,A16,T1,NA
4,M9R0V1_LIT,A16,T1,1
5,M9R0V1_LIT,A16,T1,0.6
6,M9R0V1_LIT,A16,T1,0.6
7,M9R0V1_LIT,A16,T1,0.6
8,M9R0V1_LIT,A16,T1,1
9,M9R0V1_LIT,A16,T1,1
10,M9R0V1_LIT,A16,T1,1
11,M9R0V1_LIT,A16,T1,1
12,M9R0V1_LIT,A16,T1,1
13,M9R0V1_LIT,A16,T1,0.8
14,M9R0V1_LIT,A16,T1,1
15,M9R0V1_LIT,A16,T1,0.25
16,M9R0V1_LIT,A16,T1,1
17,M9R0V1_LIT,A16,T1,0.6
18,M9R0V1_LIT,A16,T1,0.4
19,M9R0V1_LIT,A16,T1,1
20,M9R0V1_LIT,A16,T1,1
21,M9R0V1_LIT,A16,T1,0.8
22,M9R0V1_LIT,A16,T1,0.8
23,M9R0V1_LIT,A16,T1,0.8
24,M9R0V1_LIT,A16,T1,1
25,M9R0V1_LIT,A16,T1,0.4
26,M9R0V1_LIT,A16,T1,1
27,M9R0V1_LIT,A16,T1,0.6
28,M9R0V1_LIT,A16,T1,NA
29,M9R0V1_LIT,A16,T1,1
30,M9R0V1_LIT,A16,T1,1
1,M9R1V0_CCC,A17,T3,1
2,M9R1V0_CCC,A17,T3,1
3,M9R1V0_CCC,A17,T3,1
4,M9R1V0_CCC,A17,T3,1
5,M9R1V0_CCC,A17,T3,1
6,M9R1V0_CCC,A17,T3,1
7,M9R1V0_CCC,A17,T3,1
8,M9R1V0_CCC,A17,T3,1
9,M9R1V0_CCC,A17,T3,0.8
10,M9R1V0_CCC,A17,T3,1
11,M9R1V0_CCC,A17,T3,1
12,M9R1V0_CCC,A17,T3,0.8
13,M9R1V0_CCC,A17,T3,0.8
14,M9R1V0_CCC,A17,T3,1
15,M9R1V0_CCC,A17,T3,1
16,M9R1V0_CCC,A17,T3,1
17,M9R1V0_CCC,A17,T3,0.8
18,M9R1V0_CCC,A17,T3,0.8
19,M9R1V0_CCC,A17,T3,1
20,M9R1V0_CCC,A17,T3,1
21,M9R1V0_CCC,A17,T3,1
22,M9R1V0_CCC,A17,T3,0.8
23,M9R1V0_CCC,A17,T3,0.8
24,M9R1V0_CCC,A17,T3,0.8
25,M9R1V0_CCC,A17,T3,1
26,M9R1V0_CCC,A17,T3,1
27,M9R1V0_CCC,A17,T3,0.8
28,M9R1V0_CCC,A17,T3,1
29,M9R1V0_CCC,A17,T3,1
30,M9R1V0_CCC,A17,T3,1
1,M9R1V1_LIT,A17,T1,1
2,M9R1V1_LIT,A17,T1,1
3,M9R1V1_LIT,A17,T1,0.8
4,M9R1V1_LIT,A17,T1,0.8
5,M9R1V1_LIT,A17,T1,1
6,M9R1V1_LIT,A17,T1,1
7,M9R1V1_LIT,A17,T1,1
8,M9R1V1_LIT,A17,T1,0.6
9,M9R1V1_LIT,A17,T1,1
10,M9R1V1_LIT,A17,T1,1
11,M9R1V1_LIT,A17,T1,1
12,M9R1V1_LIT,A17,T1,1
13,M9R1V1_LIT,A17,T1,0.5
14,M9R1V1_LIT,A17,T1,0.8
15,M9R1V1_LIT,A17,T1,1
16,M9R1V1_LIT,A17,T1,1
17,M9R1V1_LIT,A17,T1,0.6
18,M9R1V1_LIT,A17,T1,0.75
19,M9R1V1_LIT,A17,T1,1
20,M9R1V1_LIT,A17,T1,1
21,M9R1V1_LIT,A17,T1,0.8
22,M9R1V1_LIT,A17,T1,0.6
23,M9R1V1_LIT,A17,T1,1
24,M9R1V1_LIT,A17,T1,1
25,M9R1V1_LIT,A17,T1,0.8
26,M9R1V1_LIT,A17,T1,1
27,M9R1V1_LIT,A17,T1,0.75
28,M9R1V1_LIT,A17,T1,1
29,M9R1V1_LIT,A17,T1,1
30,M9R1V1_LIT,A17,T1,0.8
1,M9R2V0_CCC,A18,T3,0.5
2,M9R2V0_CCC,A18,T3,1
3,M9R2V0_CCC,A18,T3,1
4,M9R2V0_CCC,A18,T3,0.8
5,M9R2V0_CCC,A18,T3,1
6,M9R2V0_CCC,A18,T3,1
7,M9R2V0_CCC,A18,T3,0.75
8,M9R2V0_CCC,A18,T3,1
9,M9R2V0_CCC,A18,T3,1
10,M9R2V0_CCC,A18,T3,0.8
11,M9R2V0_CCC,A18,T3,1
12,M9R2V0_CCC,A18,T3,1
13,M9R2V0_CCC,A18,T3,1
14,M9R2V0_CCC,A18,T3,1
15,M9R2V0_CCC,A18,T3,1
16,M9R2V0_CCC,A18,T3,0.8
17,M9R2V0_CCC,A18,T3,1
18,M9R2V0_CCC,A18,T3,0.8
19,M9R2V0_CCC,A18,T3,1
20,M9R2V0_CCC,A18,T3,0.4
21,M9R2V0_CCC,A18,T3,1
22,M9R2V0_CCC,A18,T3,1
23,M9R2V0_CCC,A18,T3,0.75
24,M9R2V0_CCC,A18,T3,1
25,M9R2V0_CCC,A18,T3,1
26,M9R2V0_CCC,A18,T3,0.8
27,M9R2V0_CCC,A18,T3,1
28,M9R2V0_CCC,A18,T3,0.8
29,M9R2V0_CCC,A18,T3,0.8
30,M9R2V0_CCC,A18,T3,0.8
1,M9R2V1_LIT,A18,T1,0.8
2,M9R2V1_LIT,A18,T1,0.8
3,M9R2V1_LIT,A18,T1,0.25
4,M9R2V1_LIT,A18,T1,1
5,M9R2V1_LIT,A18,T1,1
6,M9R2V1_LIT,A18,T1,1
7,M9R2V1_LIT,A18,T1,NA
8,M9R2V1_LIT,A18,T1,1
9,M9R2V1_LIT,A18,T1,1
10,M9R2V1_LIT,A18,T1,1
11,M9R2V1_LIT,A18,T1,1
12,M9R2V1_LIT,A18,T1,1
13,M9R2V1_LIT,A18,T1,1
14,M9R2V1_LIT,A18,T1,1
15,M9R2V1_LIT,A18,T1,1
16,M9R2V1_LIT,A18,T1,0.6
17,M9R2V1_LIT,A18,T1,1
18,M9R2V1_LIT,A18,T1,1
19,M9R2V1_LIT,A18,T1,1
20,M9R2V1_LIT,A18,T1,0.8
21,M9R2V1_LIT,A18,T1,1
22,M9R2V1_LIT,A18,T1,1
23,M9R2V1_LIT,A18,T1,1
24,M9R2V1_LIT,A18,T1,1
