'^\\s*([\\w\\s\\*]+)\\(\\s*\\*\\s*(\\w+)\\s*\\)\\s*\\(([^()]*)\\);'	1054,1198
'\\<\\!\\-\\-\\#\\s?[A-z0-9_-]*\\s?\\:s?[A-z0-9\\s_-]*\\s?\\-\\-\\>'	1021,1468
'(([wum]asser(t|ted))) *\\(( *)(\\d+) *,\\s*([\\S\\s+<\\(\\)"]+) *,?.*'	1459,1531
'(?P<lhs>(\\s*)([\\w\\.]+)((\\s*,\\s*[\\w\\.]+)*))\\s*=\\s*!(?P<cmd>.*)'	422,1517
'(?P<lhs>(\\s*)([\\w\\.]+)((\\s*,\\s*[\\w\\.]+)*))\\s*=\\s*%(?P<cmd>.*)'	422,1517
'(?P<title>.+) (\\((class in )?(?P<id>[\\w\\.]+)( (?P<descr>\\w+))?\\))$'	251,1087
'(\\d+\\.\\d+\\.\\d+\\.\\d+|\\W:{2}\\d\\W):\\d+,\\d+\\s+([\\w\\.\\-:\\d]+)'	1317,1501
'\\d+-\\d+-\\d+([\\s|T|t]\\d+:\\d+:\\d+.\\d+(Z|(\\s?[\\-|\\+]\\d+:\\d+)))?'	171,1381
'\\b(([\\w-]+://?|www[.])[^\\s()<>]+(?:\\([\\w\\d]+\\)|([^[:punct:]\\s]|/)))'	274,573
'# StopWatch ([\\w]+) total/cumulative duration ([0-9.]+). Samples: ([0-9]+)'	1116,1141
'([\\w.+]+)\\s*\\(#?([^,]+),\\s*([\\w ]+),\\s*([\\w :]+)\\)\\s*\\[PyPy [^\\]]+\\]?'	1054,1087
'^((http[s]?):\\/)#?\\/?([^:\\/\\s]+)((\\/[\\w\\-\\.]+)*\\/)*([\\w\\-\\.]+[^#?\\s]+)'	1028,1039
'pip \\d(\\.[\\d])+(\\.?(rc|dev|pre|post)\\d+)? from (.*) \\(python \\d(.[\\d])+\\)$'	1263,1290
'^(dict|dictionary|map|mapping) from ([\\w\\.]+) to (list|set|sequence|tuple|collection) of ([\\w\\.]+)$'	757,1087
'\\s*(?P<name>.+?)\\s*=\\s*(?P<module>[\\w.]+)\\s*(:\\s*(?P<attr>[\\w.]+))?\\s*(?P<extras>\\[.*\\])?\\s*$'	1263,1580
'(I[0-9a-f]{8,40})|([Bb]ug|[Ll][Pp])[\\s\\#:]*(\\d+)|([Bb]lue[Pp]rint|[Bb][Pp])[\\s\\#:]*([A-Za-z0-9\\-]+)'	1223,1420
'^((?P<retval>[^=]+?)\\s*=|class)?\\s*(?P<head>[\\w\\.]+\\s?\\(.*?\\))\\s*(?P<sep>[:<>=-]*)\\s*(?P<tail>.*)$'	305,1505
u'^\\s*(?:(?:else )?if|for|switch|while|with)\\s*\\(.+\\)\\s*(?:[\\w_]|\\[).+(;)\\s*(?://.*|/\\*.*\\*/\\s*)?$'	1025,1322
'(\'[^\']*\'|"[^"]*"|::|//?|\\.\\.|\\(\\)|[/.*:\\[\\]\\(\\)@=])|((?:\\{[^}]+\\})?[^/:\\[\\]\\(\\)@=\\s]+)|\\s+'	72,1087
'\n        (<meta\n        (?:\\s+[\\w-]+\\s*=\\s*(?:".*?"|\'.*?\'))+  # attributes\n        \\s*/?>)\n        '	305,1505
'(\\s+|(?<=\\s)(?::[a-z-]+:)?`\\S+|[^\\s\\w]*\\w+[a-zA-Z]-(?=\\w+[a-zA-Z])|(?<=[\\w\\!\\"\\\'\\&\\.\\,\\?])-{2,}(?=\\w))'	251,1087
'^v?(\\d+!)?(\\d+(\\.\\d+)*)((a|b|c|rc)(\\d+))?(\\.(post)(\\d+))?(\\.(dev)(\\d+))?(\\+([a-zA-Z\\d]+(\\.[a-zA-Z\\d]+)?))?$'	1263,1580
'\n      <\n      (?:mailto:)?\n      (\n         [-.\\w]+\n         \\@\n         [-a-z0-9]+(\\.[-a-z0-9]+)*\\.[a-z]+\n      )\n      >'	55,200
'(?x)\n    \\%\n        (?:\\(([\\w]*)\\))?\n        (\n            [-#0\\ +]?(?:\\*|[\\d]+)?\n            (?:\\.(?:\\*|[\\d]+))?\n            [hlL]?\n        )\n        ([diouxXeEfFgGcrs%])\n'	636,1125
'^(?P<filetype>.)(?P<perms>.{9})\\s+(?P<nlinks>\\d*)\\s*(?P<owner>\\S+)\\s+(?P<group>\\S+)\\s+(?P<size>\\d+)\\s+(?P<date>...\\s+\\d+\\s+[\\d:]+)\\s+(?P<filename>([^ ]|\\\\ )*?)( -> (?P<linktarget>[^\\r]*))?\\r?$'	1223,1420
'<[a-zA-Z][-_.:a-zA-Z0-9]*\\s*(\\s*([a-zA-Z_][-:.a-zA-Z_0-9]*)(\\s*=\\s*(\\\'[^\\\']*\\\'|"[^"]*"|[-a-zA-Z0-9./,:;+*%?!&$\\(\\)_#=~@][][\\-a-zA-Z0-9./,:;+*%?!&$\\(\\)_#=~\\\'"@]*(?=[\\s>/<])))?)*\\s*/?\\s*(?=[<>])'	1087,1580
'FOREIGN KEY \\((.*?)\\) REFERENCES (?:(.*?)\\.)?(.*?)\\((.*?)\\)[\\s]?(MATCH (FULL|PARTIAL|SIMPLE)+)?[\\s]?(ON UPDATE (CASCADE|RESTRICT|NO ACTION|SET NULL|SET DEFAULT)+)?[\\s]?(ON DELETE (CASCADE|RESTRICT|NO ACTION|SET NULL|SET DEFAULT)+)?[\\s]?(DEFERRABLE|NOT DEFERRABLE)?[\\s]?(INITIALLY (DEFERRED|IMMEDIATE)+)?'	1415,1580
'\n        <!DOCTYPE\n        \\s+(?P<name>[a-zA-Z_:][\\w:.-]*)\n        \\s+(?:\n            SYSTEM\\s+(["\'])(?P<system_id_a>.*?)\\2\n            |\n            PUBLIC\n            \\s+(["\'])(?P<public_id_b>.*?)\\4\n            # HTML 3.2 and 2.0 doctypes don\'t include a system-id.\n            (?:\\s+(["\'])(?P<system_id_b>.*?)\\6)?\n        )\n        (\\s*\\[.*?\\])?        \n        \\s*>\n        '	305,1505
"\n        ^\n        \\s*\n        (?P<operator>(~=|==|!=|<=|>=|<|>|===))\n        (?P<version>\n            (?:\n                # The identity operators allow for an escape hatch that will\n                # do an exact string match of the version you wish to install.\n                # This will not be parsed by PEP 440 and we cannot determine\n                # any semantic meaning from it. This operator is discouraged\n                # but included entirely as an escape hatch.\n                (?<====)  # Only match for the identity operator\n                \\s*\n                [^\\s]*    # We just match everything, except for whitespace\n                          # since we are only testing for strict identity.\n            )\n            |\n            (?:\n                # The (non)equality operators allow for wild card and local\n                # versions to be specified so we have to define these two\n                # operators separately to enable that.\n                (?<===|!=)            # Only match for equals and not equals\n\n                \\s*\n                v?\n                (?:[0-9]+!)?          # epoch\n                [0-9]+(?:\\.[0-9]+)*   # release\n                (?:                   # pre release\n                    [-_\\.]?\n                    (a|b|c|rc|alpha|beta|pre|preview)\n                    [-_\\.]?\n                    [0-9]*\n                )?\n                (?:                   # post release\n                    (?:-[0-9]+)|(?:[-_\\.]?(post|rev|r)[-_\\.]?[0-9]*)\n                )?\n\n                # You cannot use a wild card and a dev or local version\n                # together so group them with a | and make them optional.\n                (?:\n                    (?:[-_\\.]?dev[-_\\.]?[0-9]*)?         # dev release\n                    (?:\\+[a-z0-9]+(?:[-_\\.][a-z0-9]+)*)? # local\n                    |\n                    \\.\\*  # Wild card syntax of .*\n                )?\n            )\n            |\n            (?:\n                # The compatible operator requires at least two digits in the\n                # release segment.\n                (?<=~=)               # Only match for the compatible operator\n\n                \\s*\n                v?\n                (?:[0-9]+!)?          # epoch\n                [0-9]+(?:\\.[0-9]+)+   # release  (We have a + instead of a *)\n                (?:                   # pre release\n                    [-_\\.]?\n                    (a|b|c|rc|alpha|beta|pre|preview)\n                    [-_\\.]?\n                    [0-9]*\n                )?\n                (?:                                   # post release\n                    (?:-[0-9]+)|(?:[-_\\.]?(post|rev|r)[-_\\.]?[0-9]*)\n                )?\n                (?:[-_\\.]?dev[-_\\.]?[0-9]*)?          # dev release\n            )\n            |\n            (?:\n                # All other operators only allow a sub set of what the\n                # (non)equality operators do. Specifically they do not allow\n                # local versions to be specified nor do they allow the prefix\n                # matching wild cards.\n                (?<!==|!=|~=)         # We have special cases for these\n                                      # operators so we want to make sure they\n                                      # don't match here.\n\n                \\s*\n                v?\n                (?:[0-9]+!)?          # epoch\n                [0-9]+(?:\\.[0-9]+)*   # release\n                (?:                   # pre release\n                    [-_\\.]?\n                    (a|b|c|rc|alpha|beta|pre|preview)\n                    [-_\\.]?\n                    [0-9]*\n                )?\n                (?:                                   # post release\n                    (?:-[0-9]+)|(?:[-_\\.]?(post|rev|r)[-_\\.]?[0-9]*)\n                )?\n                (?:[-_\\.]?dev[-_\\.]?[0-9]*)?          # dev release\n            )\n        )\n        \\s*\n        $\n        "	1263,1580
'[\\W]'	1076
'[,\\s]'	220
'[\\s]*'	1201
'[\\s:]'	1308
'[\\s-]'	1140
'[\\s(]'	1248
'[\\d-]'	832
'[/\\s]'	534
':[\\s]+'	49
'[x\\d]Q'	1190
'[\\w/]+'	1501
'[\\w-]+'	200
'[-\\d.]'	557
'[\\s:/_]'	173
'[\\s,;:]'	560
'[;,\\s]+'	1258
'[\\s().]'	1199
'"[\\s]*"'	1205
u'[\\W_]*'	506
'[-.\\d]+'	356
':[\\s]*$'	126
'[;\\s,]+'	1258
'([\\s]+)'	1240
'[\\s\\.]'	247
'^[\\w ]+$'	819
'[\\w\\d]*'	1594
'[\\w\\d]+'	215
'[\\w\\.]+'	1248
'[-\\d\\.]'	135
u'[\\d\\.]'	782
'[\\t\\s]+'	735
'[\\w.]+\\('	283
'^([-\\w]+)'	560
'([;,\\s]+)'	1258
'[\\w\\d.]+'	1147
'@([\\w]+)@'	356
'<([\\w]*)>'	356
'^[\\w]+://'	1363
"[\\s'\\\\]"	1520
'^[\\d.:]+$'	741
'[\'"\\s;]+'	1247
'^[\\w._-]+'	727
'([\\w._-]+)'	727
'([\\w_:]+)<'	1007
'([\\W\\-]+)'	360
'([\\w\\d]+)'	1147
'[\\s.,;_-]+'	1054
'([\\d]+) bp'	681
'([\\d]+) BP'	681
'#([\\w\\-]+)'	1247
'[\\s+\\n\\t]'	1593
'([.\\w]+)[.]'	1621
'([\\"\'\\s])'	1571
'[\\(\\)\\s]+'	1330
'[\\d+.\\-]+$'	1248
'-t ([/\\w]+)'	1381
'^[-\\.\\w]+='	560
'^[-\\.\\w]+$'	560
'^/([\\w-]+)/'	302
'^[\\w{@}-]+$'	1007
'[\\w-]+\\..+'	1381
'^\\$[\\w=]+$'	175
'\\([\\d,]+\\)'	1469
'^[\\w\\-\\:]+'	1247
'(^[\\d].*) \n'	1563
'^([\\w\\d_]+)'	576
'[\\s\n\r]*\\Z'	1302
'as\\s+[\\w.]+'	1248
'^[\\w,./=-]*$'	244
'[\\d.]+[ ]*\n'	1101
'V ([\\d\\.]+)'	1192
'[\\(\\)\\s,]+'	1330
'[#][\\dA-F]{8}'	1025
'[#][\\dA-F]{6}'	1025
'[#][\\dA-F]{3}'	1025
'^[a-zA-Z\\d]+$'	1107
'^[\\w\\.\\-]+$'	1205
'\\.([\\w\\-]+)'	1247
'[\\w]+="[^"]+"'	1076
'^[\\w\\-\\_]+$'	1313
'.?A[\\W0-9_]*$'	1190
'^[^:]*[\\d:]+$'	741
'^[\\w/:\\.-]*$'	360
'\\d[.\\d]+\\d$'	1051
'[\\s\\S]*<TEXT>'	1248
'^([\\w\\_\\:]+)'	1247
'\\([:, \\w]+\\)'	1571
'^[\\w\\-\\:%]+$'	1025
'(?:[\\da-f]){2}'	1462
'([\\w\\d_]+)\\Z'	576
"[\\w\\-\\'_/&]+"	255
'&(?!([#\\w]*;))'	1638
'[\\w\\d\\-_\\.]+'	1107
'GPU\\s([\\d.-]+)'	540
'<City>([\\w ]+)<'	506
'Name=([\\w\\.]+)'	1412
'^[-+*.\\w]{,32}$'	872
'\\([\\d:, ]+\\)$'	1571
'[\\w\\d_\\.\\-]+'	1258
'</TEXT>[\\s\\S]*'	1248
'^\\s*[\\w-]+\\s*$'	602
'\\(([\\d\\.]+)\\)'	1397
'[\\w_]+\\.[\\w_]+'	1247
'([\\d]+) ([\\d]+)'	1192
u'\\x1b\\[[\\d;]+m'	1007
'([\\S]+)=([\\S]+)'	356
'[ \t]*\\[[\\w]+ $'	626
'[_a-zA-Z][\\w-]*$'	819
'^[\\w][\\w\\d.]*$'	1594
'^(\\s*)(-)?[\\w]*'	1025
'Firefox/([\\d.]+)'	391
'\\?P<([a-z\\d_]+)>'	1258
'[\\w0-9\\.\\_\\-]+'	1235
'([\\d.]+)([^\\s]+)'	899
'(\\\\\\*)([\\w ]+)'	1192
'[a-zA-Z]+://[\\S]+'	185
'\\w*\\([\\w, ]*\\)'	232
'V :\\s*([\\d.]+).*'	1437
'/[ ]*[\\d.]+[ ]*kg'	1101
'\\\\((?![enr\\d]))'	135
'\\(([:, \\w]+)\\)$'	1571
'^\\[([;\\d]+)m(.*)$'	1463
'<img [\\W\\w\n]*?/>'	185
'[\\w|\\W]*quarter.*'	557
'[\\d]{2}[ ][\\d]{2}'	1113
'^Name:[ ]*([^\\s]*)'	122
'UKUPNO:\\s([\\d.]*)'	540
'\\?[\\w\\.\\-/]*\\='	384
u'^[\\s]*==([^=]+)=='	1100
'^[>|\\s]*[-_]+\\s*$'	43
'([^<]*)<([\\w]*|/)>'	363
'[=*/+\\-^()]|[\\w.]+'	232
'([\\w\\-]+\\s*:)\\s*'	407
'([:\\w]+)\\s+(\\w+);'	1244
u'((?:nm|tt)[\\d]{7})'	1557
'Mobile; rv:([\\d.]+)'	391
'name="[\\w\\.\\-/]*"'	384
'(?:^|[^%])%([\\w-]+)'	1571
'\\((\\w+) - ([\\w]+)'	90
'Tablet; rv:([\\d.]+)'	391
'([\\d.]+)\\s*(\\D.*)'	1469
'^[\\S]+\\[[\\S]+\\]$'	1205
'<[a-z]+ [\\w"=\\.]+>'	911
'^(\\d+\\.)+[\\w.-]+$'	1544
'^\\s*(.*?)[\\s({\\[]'	534
'[#/%\\[\\]()<>{}\\s]'	1386
'([\\.\\d]+) ([GMK])B'	1557
'inet addr:([\\d\\.]+)'	560
'^svn/tags/[\\d+\\.]+$'	534
'<([\\w]*)=([, \\w]*)>'	356
'[.:,\\s!?+=\\(\\)/-]+'	1340
'^[a-zA-Z_]+[\\w0-9]*$'	602
'[\\w|\\W]*financial.*'	557
'([^\\w.@+-/]|[,;?!])*'	585
'\\[\\[([\\w ]+)\\]\\]'	81
'([\\w ]+)(\\(.*?\\))?'	1580
'LATEST: +([0-9.\\w]+)'	1263
'^[a-zA-Z]+[\\w0-9-]*$'	602
'(\\w+://)?([\\w\\.]+)'	571
'^[ \\t]*from [\\w.]+$'	1555
'(?<=source\\.)[\\w+#]+'	626
'SC_\\(([-\\d\\.e]+)\\)'	531
'^[\\w\\<][^\\n]*(\\n+)'	485
'RT[\\d\\w]+_Firmware.*'	318
'action="[\\w\\.\\-/]*"'	384
'[=*/+\\-^]{1,2}|[\\w.]+'	232
'(.*?)\\$(\\$?[\\w\\.]+)'	747
'[^_]+_toy-([\\w-]*)-x86'	1068
'(\\w+)[ ]+- ([\\w /,]+)'	506
'urn:btih:([\\w]{32,40})'	1469
"[[\\s $({?*\\`#~';<>&|]"	705
'lang_code="([\\w\\-]+)"'	1181
'\\=[\\s]+([\\d\\.]*) KB'	560
'<CountryName>([\\w ]+)<'	506
'^[a-zA-Z]+[\\w:.0-9-]*$'	602
'[_a-zA-Z][_a-zA-Z\\d]*$'	44
'INSTALLED: +([0-9.\\w]+)'	1263
'[;\\s\\/\\+]$|^$|(?=: ).'	1025
'<HEAD[\\W\\w\n]*?</HEAD>'	185
'/dev/([\\w_]+)/([\\w_]+)'	1501
'^([\\w\\-_]+\\.)+[\\w]+$'	200
'<\\s*(\\w[\\w\\d]*)\\s*>'	356
'\\(CVS[NT]*\\) ([\\d.]+)'	122
'.*\\stest_([:\\w]+)\\s.*'	1025
'(^[\\w\\s]{1,20}?):(.*$)'	31
u'[\\s\x00-\x1f@,:<>\x7f]'	935
'^\\s+[A-Z\\s]+MACRO\\s*$'	1432
'^[a-zA-Z_]+[\\w:.0-9-]*$'	602
'[a-zA-Z_][\\w\\.\\-_]*\\Z'	1076
'gene_id \\"([\\w\\.]+)\\"'	1412
'<([\\w ]+(,\\s*[\\w]+)+)>'	356
'([\\w\\.-]+)\\s+([^(]+).*'	1501
'^\\s+[A-Z\\s]+MODULE\\s*$'	1432
'([\\w-]+)\\s*([\\d]+):.*$'	1263
'gene_id \\"([\\w+\\.]+)\\"'	1412
'\\[([\\w\\-\\:]+)=(.*?)\\]'	1247
'^[a-zA-Z][a-zA-Z\\d_]{2,}$'	820
'(%(\\([^\\s\\)]*\\))?[sd])'	162
'\\w+[\\w\\s]*?class (\\w*)'	407
'^[\\w\\d\\.]+@[\\w\\d\\.]+'	1107
'[\\s\\{\\}\\[\\]\\(\\)\'"]'	654
'^([\\w\\-]+/)?[\\w\\-\\.]+$'	1247
u'(?i)\\w{0,4}://[\\w\\d./]*'	1139
'([\\w\\-\\.]+@[\\w\\-\\.]+)'	954
'^[a-zA-Z][a-zA-Z\\d_]{2,4}$'	820
'(?P<cl>\\w+)(?P<id>[-\\d]+)'	43
'<style [\\W\\w\n]*?</style>'	185
'[a-zA-Z_:][\\w\\.\\-_:]*\\Z'	1076
'rgba?\\(([\\d, \\%\\.]+)\\)'	615
'([^\\-\\.]*)-([\\d+.\\-]+)$'	1248
'[\\d]+\\:([e\\+\\-\\d\\.]+)'	754
'\\s*([^\\s\\=]+)[\\s=]+(.*)'	1412
'^\\s*[\\d\\.]+\\w{0,3}\\s*$'	200
'\\w+\\.[\\w\\.\\-/]*\\.\\w+'	384
'(^|[\\W_])trailer\\d*[\\W_]'	1469
'^[\\w|\\s.]+\\(([^)]*)\\).*'	1580
'\\=[\\s]+([\\d\\.]*) KB/sec'	560
'<\\s*[a-z]+\\s*[\\w"=\\.]*>'	911
'^([\\w\\d\\s\\_\\-]+):(.*)$'	1420
'SERVER|CLIENT\\_JOB\\.[\\d]'	560
'[\\s\\.()\\"\',-:;/\\\\?!@]+'	954
'FPKM \\"([\\d\\s\\w\\.]+)\\"'	1412
'^HTTP/([\\d.]+) (\\d+) (.+)$'	1569
'(\\s*)#\\!([\\w+-][\\w+-/]*)'	1258
'coding[:=]\\s*"*([-\\w.]+)"*'	498
'([a-z]*)[\\s\t]+([0-9:, -]+)'	317
'U ().*\\/([\\w\\.]+):(\\d+)$'	1007
'\\A\\s*(\\w[\\w\\d]*)\\s*\\Z'	356
'^(.*?)(\\.|)(\\w?[\\w\\d]*)$'	1594
'memcached://([.\\w]+:\\d+;?)'	1426
'([\\s\\S]+) feat.([\\s\\S]+)'	913
'</table>&#13;([\\w\\W]+)<div'	1113
'<script [\\W\\w\n]*?</script>'	185
"[\\w!\\#$%&'*+-\\/=?^_`{|}~]+"	1462
'^-?[\\.,]?\\d[\\d,\\.-]*\\.?$'	1248
'gvsearch(\\d+|all)?:[\\s\\S]+'	386
'([\\d\\:]+ (PM|AM)) ([\\w ]+)'	1192
'Android; Mobile; rv:([\\d.]+)'	391
'/libedit[\\.\\d+]*\\.dylib\\s'	422
'[\\w\\-:]+(\\.[\\w\\-]+)*\\.?'	1247
'Android; Tablet; rv:([\\d.]+)'	391
'yvsearch(\\d+|all)?:[\\s\\S]+'	386
'ytsearch(\\d+|all)?:[\\s\\S]+'	386
'(<\\s*[a-z]+\\s*[\\w"=\\.]+>)'	911
'^http://instagr\\.am/p/[\\S]*$'	175
'^/domain/(([-\\w]+\\.)+[\\w]+)'	200
'<?xml.*encoding=\\W*([\\w_-]+)'	200
'([^,(\\s]+[.]spacesaver[(][)])'	356
u'<.*?>|((?:\\w[-\\w]*|&.*?;)+)'	1158
'[a-zA-Z\\d]+(\\.[a-zA-Z\\d]+)+'	819
'AJS\\.([\\w_$]*?)(?:\\(|,|\\.)'	56
'^(?P<component>[\\w\\/-]+)\\s*'	225
'ini: (.+?)\\s+=\\s+([\\d\\.]+)'	982
u'Size ([\\.\\d]+)\xa0([GMK])iB'	1557
'ALT=[\'"]?([\\w\\d\\s]*)[\'"]?'	1248
'^([\\w:\\.]+)\\s+([A-Z]+):(.*)$'	560
'[\\s|\\[]*(\\w+)(?:\\s*=\\s*.*)'	1580
'^([\\.\\/\\w]+\\.tex)(:\\d+:.*)'	31
'[^\\s]*?[\'|"].*?[\'|"]|[^\\s]+'	560
'^\\s*[A-Z/\\s-]+ATTRIBUTES\\s*$'	1432
'^\\w+[\\w\\s\\*]*?(\\w*)\\s*\\('	407
'^(?P<key>[\\w]+)=(?P<value>.+)$'	928
'transcript_id \\"([\\w\\.]+)\\"'	1412
'^#?\\d+(/[-.\\w\\[\\],\\s*]+)?$'	1569
'^\\s+[A-Za-z\\s]+Attributes\\s*$'	1432
'(^|\\s)([\\w]+)(\\++)($|\\s|\\,)'	1027
'^%!TEX\\s+([\\w-]+)\\s?=\\s?(.*)'	31
'^[a-zA-Z_]+[\\w-]*(\\[\\w*\\])*$'	602
'^[\\w\\-\\+\\.]+/[\\w\\-\\+\\.]+$'	1580
'action="http?\\w://[\\w.\\?=/&]*/'	1523
'<meta.*charset\\W*=\\W*([\\w_-]+)'	200
'^[.0-9\\(\\)\\+\\-/\\*\\s]+\\s*=$'	175
'\\(([\\d\\.]+),\\s*([\\d\\.]+)\\)'	982
'SourceMod v\\.<b>([\\d\\.]+)</td>'	1555
'\\s\\s\\s\\s+[\\w]{4}.\\s+\\d*\\Z'	1302
'[\\d]+(-|/)[\\d]+(((-|/)[\\d]+)*)'	330
'/_ah/img/([-\\w]+)([=]*)([-\\w]+)?'	1004
'LatLng\\(([-\\d\\.]+),([-\\d\\.]+)'	506
'<option value="(\\d+)">([\\w /-]+)'	98
'\\[info\\] This is sbt ([\\d\\.]+)'	948
'\\s*?- Program class:\\s*([\\S]+)$'	1007
'(\\s+)(\\w+)(\\s+)--(\\s+)([\\w*])'	531
'<a href="(\\w+)/">([\\w /]+)<\\/a>'	98
'^(http|ftp):\\/\\/[\\w.]+\\/(\\S*)'	826
'(?:\\{.+\\})?(?:\\([:, \\w]+\\))?$'	1571
'Greenplum[a-zA-Z\\s]*(\\d+\\.\\d+)'	1235
'(\\w+|[-\\.\\d]+| |\n|.|,|:|!|\\?)'	1456
'(^|[\\W_])fanart|backdrop\\d*[\\W_]'	1469
u'^http://example.com/reset/[\\w/-]+'	1158
u'^http://example.com/reset/[\\w+/-]'	1158
'^\\s+[A-Z/a-z\\s]+Module Table\\s*$'	1432
'[\\s\\S]*(exception|error)[\\s\\S]*'	1007
'<indexentry>[\\s\\S]*?</indexentry>'	1470
'PostgreSQL[a-zA-Z\\s]*(\\d+\\.\\d+)'	1235
'^\\s*(?P<keyword>[\\w-]+)\\s+{\\s*$'	600
'([a-zA-Z\\d-]+)\\(([a-zA-Z\\d]+)\\)'	1580
'/_ah/img/([-\\w:]+)([=]*)([-\\w]+)?'	1495
'(?P<tag></.+?>)(?P<value>[\\d\\.]+)'	1453
'(\\s+)(\\w+)(\\s+)---(\\s+)([\\w*])'	531
'cross-entropy = ([\\.\\d\\w]+) bits'	1348
'\\#[\\s]*include[\\s]*[<"](\\S+)[">]'	635
'Codon frequenc[a-z\\s]{3,7}:\\s+(.+)'	1302
'[a-zA-Z0-9_]+:[a-zA-Z0-9_\\.\\-\\s]+'	1302
"<class \\'sympy[\\w.]*?.([\\w]*)\\'>$"	787
'[\\s,\\(](?:_([0-9]+))(?=$|[\\s,\\)])'	1249
'(([a-z]+)Version[\\s]+=[\\s]+)(\\d+);'	1274
'([\\d.]*%) are below the poverty line'	55
'<a href="/(\\w+)/" title="([\\w ]+)">'	98
'<ipython\\-input\\-(\\d+)-[a-z\\d]+>$'	1580
'[\\w\\.\\-]+@[\\w\\.\\-]+\\.\\w\\w\\w'	384
'^(http|ftp):\\/\\/[\\w.\\-]+\\/(\\S*)'	826
'^[\\d\\.]+ meV\xe2\x80\xbd .* \\- .*$'	539
'(/[\\w/]*)|([^/ ][^: ]*)(:(\\d+)){,1}'	897
'^(#?\\d+)(?:/([-.\\w\\[\\],\\s*]+))?$'	1569
'Area Size: .*? ([\\d,]*) square miles'	55
'\\s+(\\d+\\.\\.\\d+)[\\s+\\d+\\.\\d+]+'	1302
'(.+\\n.+\\n.+)\\s\\S+\\n[\\s\\S]+(?!$)'	1248
'([a-z]*) ([\\d-]+)[\\s\t]+([0-9:, -]+)'	317
'^\\.\\. piston_handlers:: ([\\w\\.]+)$'	1644
'9(?:\\d[ \\-\\)\\(\\dx\\.]{0,2}){6,12}'	1122
'9(?:\\d[ \\-\\)\\(\\dx\\.]{0,2}){6,10}'	1122
'([^%]|^)\\\\makeindex(\\[([\\w]+)\\])?'	31
'(?P<number>[\\d]+)(?P<ord>st|nd|rd|th)'	1340
'(?<![\\(\\[])(http://[^\\s\'"\\]\\)]+)'	200
'<\\s*(\\w[\\w\\d]*)\\s*=\\s*(.*?)\\s*>'	356
'^([\\w\\d]+[\\w\\d\\-]*[\\w\\d]+\\.?)+$'	187
'(^0x[\\da-f]{8})\\s*=\\s*([\\da-f]{32})'	356
'/posts/([\\d]{4})/([\\d]{2})/([\\d]{2})'	68
'(%(\\([^\\)]+\\))?([\\d\\.]+)?[a-zA-Z])'	200
'\\s*<?([^@\\s]+\\@[a-zA-Z0-9-.]+)>?\\s*'	329
'[\\.,:;"\'/?\\[\\]\\d\\+=\\-_\\{\\}<>]+'	1417
'^\\s+\\[([\\s*[0-9]*)\\] ([a-zA-Z0-9_]*)'	356
'(\\d{4,4})[\\.|\\s](\\d+)[\\.|\\s](\\d+)'	126
'Intel(\\(R\\))? (.*) processor [\\d]+MHz'	244
'fixed:\\s+([\\w.+~-]+(\\s+[\\w.+~:-]+)?)'	206
'query ([\\w ]*\\w+)[ \r\n]+- ([\\w /,]+)'	506
'<countryName>([\\w ,\\.]+)</countryName>'	506
'^text/plain;\\scharset="([\\w\\-\\d]+)"$'	1258
'(remote: )?([\\w\\s]+):\\s+()(\\d+)()(.*)'	599
'^(?! {4}|\\t).*\\w+(?<!_)_\\w+_\\w[\\w_]*'	485
'https?://[-\\.\\w:]*/console/rest/v1/dev/'	822
'%\\((\\w+)\\)(?:s|[\\d]*d|\\d*.?\\d*[fg])'	1258
'([\\d\\D_\\.\\-]*:?[\\d\\D_\\.\\-]+)=(.*)'	1076
'http(s)?\\://([\\w\\.]*)(\\:(\\d+))?(/.*)?'	594
'gml:coordinates>([-\\d\\.]+),([-\\d\\.]+)<'	506
'(?i)(?:.+?://)?(?:www[\\d]*\\.)?([^/:#?]*)'	200
'(?:[^,\\s])(\\s*)(?:[-+*/|!<=>%&^]+)(\\s*)'	1025
"devmo_url\\(_\\('(?P<path>[\\w/_]+)'\\)\\)"	682
'[ \\t]*([^<>\\s]+?)[ \\t]*<p="([^"]*"?)"/>'	1248
'((\\([^\\)]+\\))?([\\d\\.]+)?[a-zA-Z])(.*)'	200
'^\\s*package\\s+([a-zA-Z_][\\w:]*)\\s*;.*$'	602
'[\\w\\W\\|\\-\\s]*apt-get[\\w\\W\\|\\-\\s]*'	772
'(https?\\:\\/\\/[(\\w|\\d|+|-|_|\\.|\\/)]+)'	1285
'@\\{(?P<a>[\\w\\-\\.]+?)(\\:(?P<b>.*?))?\\}'	1247
'^\\d+\\) \\w+: (.+)( \\(Bye: [\\?\\d]+\\))$'	90
'"?Content-Type:.+? charset=([\\w_\\-:\\.]+)'	162
'(?:\\d[ \\-\\)\\(\\dx\\.]{0,2}(?!\n)){6,12}'	1122
'\\s*([^\\\'"\\s{},=][^{},=]*?)\\s*([},=]|$)'	727
'^\\s*([0-9a-f]+\\.\\.[0-9a-f]+)\\s+([\\S]+)'	1107
'(\\w+|-+>|=+>|"[\\w ]+"|\\\'[\\w ]+\\\'|\\|)'	1248
